word,occurrence,tree_parts
public,0,"['function', 'type', 'specifier']"
Object,0,"['function', 'type', 'name']"
clone,0,"['function', 'name']"
Format,0,"['function', 'block', 'block_content', 'decl_stmt', 'decl', 'type', 'name']"
result,0,"['function', 'block', 'block_content', 'decl_stmt', 'decl', 'name']"
=,0,"['function', 'block', 'block_content', 'decl_stmt', 'decl', 'init']"
new,0,"['function', 'block', 'block_content', 'decl_stmt', 'decl', 'init', 'expr', 'operator']"
Format,1,"['function', 'block', 'block_content', 'decl_stmt', 'decl', 'init', 'expr', 'call', 'name']"
result,1,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
datatype,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
=,1,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'operator']"
datatype,1,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name']"
result,2,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
datatypeID,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
=,2,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'operator']"
datatypeID,1,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name']"
result,3,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
respectCase,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
=,3,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'operator']"
respectCase,1,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name']"
result,4,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
gap,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
=,4,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'operator']"
gap,1,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name']"
result,5,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
missing,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
=,5,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'operator']"
missing,1,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name']"
result,6,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
labels,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
=,6,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'operator']"
labels,1,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name']"
result,7,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
labelQuotes,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
=,7,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'operator']"
labelQuotes,1,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name']"
result,8,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
transpose,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
=,8,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'operator']"
transpose,1,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name']"
result,9,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
interleave,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
=,9,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'operator']"
interleave,1,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name']"
result,10,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
diploid,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
=,10,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'operator']"
diploid,1,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name']"
result,11,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
tokens,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
=,11,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'operator']"
tokens,1,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name']"
result,12,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
symbols,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
=,12,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'operator']"
symbols,1,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name']"
result,13,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
matchChar,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
=,13,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'operator']"
matchChar,1,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name']"
return,0,"['function', 'block', 'block_content', 'return']"
result,14,"['function', 'block', 'block_content', 'return', 'expr', 'name']"
