word,predicted_word,x,y,width,height
private,private,12,35,80,24
void,void,97,35,48,20
loadSystems(),loadSystems(),153,35,142,24
{,{,304,35,14,24
int,int,54,62,37,20
1,"1,",98,62,22,23
num;,num;,130,62,45,20
SystemItem,systemItem,54,89,114,23
dtls;,dtls;,173,89,56,23
systemCombo.removeAllItems();,systemcombo.removeAIItems();,55,116,315,24
systemCombo.addItem(,systemcombo.addItem(,55,143,218,24
"""<All>""","""<All>""",282,143,78,20
);,);,370,143,21,24
dbLink,dbLink,54,197,70,20
=,=,130,197,16,13
true;,true;,152,197,56,22
try,try,55,224,37,23
{,{,98,224,15,24
systems,systems,98,251,80,23
=,=,184,251,16,13
copyBookInterface.getSystems();,copyBookInterface.getSystems();,206,251,336,24
},},55,278,14,24
catch,catch,76,278,58,20
(,(,143,278,11,24
Exception,Exception,163,278,101,24
ex,ex,270,278,27,17
),),305,278,12,24
{,{,325,278,15,24
if,if,98,305,26,20
(,(,132,305,11,24
message,message,151,305,81,21
!=,!=,241,305,24,19
-----------,,271,305,48,20
),),327,305,11,24
{,{,347,305,14,24
message.setText(,message.setText,141,332,175,24
ex.getMessage(),ex.getMessage,324,332,165,24
),),324,332,165,24
);,);,499,332,22,24
message,message,141,359,272,24
message.setCaretPosition(,setcaretPosition,141,359,272,24
i,i,422,359,16,19
);,);,445,359,22,24
},},98,386,14,24
ex,ex.,98,413,228,24
ex.printStackTrace();,printstackTrace();,98,413,228,24
systems,systems,98,440,80,23
=,=,184,440,16,13
new,new,206,440,38,17
ArrayList<,ArrayList<,248,440,114,24
SystemItem,SystemItem,367,440,114,23
>();,>();,486,440,46,24
dbLink,dbLink,98,467,69,20
=,=,173,467,16,13
false;,false;,195,467,67,23
},},55,494,14,24
num,num,55,521,37,17
=,=,97,521,16,13
systems.size();,systems.size();,120,521,163,24
for,for,54,575,37,20
(,(,99,575,12,24
i,i,119,575,16,20
=,=,141,575,16,13
0;,0;,162,575,24,22
i,i,195,575,16,20
<,<,216,575,16,16
num;,num;,238,575,45,20
i++,i++,292,575,37,20
),),337,575,12,24
{,{,358,575,14,24
dtls,dtls,98,602,47,20
=,=,151,602,16,13
systems,systems,174,602,131,24
-----------,get,174,602,131,24
i,i,314,602,16,20
);,);,337,602,22,24
systemCombo.addItem(,systemcombo.addItem(,98,629,218,24
dtls.description,"dtls,description",324,629,178,24
);,);,510,629,22,24
},},55,656,14,24
},},11,683,15,24
