,word,x,y,width,height
0,public,12,35,69,24
8,Set,86,35,37,19
1,getAZSourceRoots,130,35,197,24
2,String,335,35,69,24
3,pluginName_,411,35,120,24
4,Version,539,35,81,20
5,pluginversion,627,35,145,24
6,unknown_0,780,35,12,24
7,{,800,35,15,24
11,Set,54,62,37,19
9,pluginsourceRoots,98,62,188,24
13,=,292,62,16,13
12,new,314,62,38,17
10,HashSet();,357,62,110,24
14,ManifestElement[],54,89,186,24
15,manifestElements,249,89,177,20
20,=,432,89,16,13
16,getSourceEntries,454,89,186,24
17,pluginName,649,89,119,24
18,pluginversion,779,89,144,24
19,);,932,89,21,24
21,if,54,143,27,20
22,unknown_1,88,143,12,24
23,manifestElements,108,143,178,20
27,!=,295,143,24,19
24,null,325,143,48,20
25,unknown_2,381,143,11,24
26,{,401,143,15,24
28,for,98,170,36,20
29,unknown_3,143,170,11,24
30,int,162,170,37,20
31,j,206,170,13,24
40,=,227,170,16,13
38,0;,249,170,23,22
32,j,281,170,14,24
39,unknown_5,303,170,16,15
33,manifestElements_,324,170,186,20
34,Zength;,509,170,77,24
35,j++,594,170,38,24
36,unknown_4,640,170,11,24
37,{,660,170,15,24
41,ManifestElement,141,197,166,20
42,currentElement,314,197,155,20
46,=,475,197,16,13
43,manifestElements[,497,197,188,24
44,j,692,197,13,24
45,J;,714,197,23,24
47,addSourceRoots,141,224,164,24
48,currentElementgetdirective,314,224,305,24
49,"roots""",628,224,78,20
50,unknown_6,715,224,21,24
51,pluginsourceRoots,746,224,188,24
52,);,942,224,22,24
53,1/SNON-NLS-1S,972,224,146,22
54,unknown_7,98,251,14,24
55,unknown_8,55,278,14,24
57,return,55,305,69,19
56,pluginsourceRoots;,130,305,196,24
58,unknown_9,11,332,15,24
