,word,x,y,width,height
0,protected,12,35,101,24
1,void,119,35,48,20
2,dooutput,173,35,100,24
3,int,281,35,37,20
4,"lvl,",326,35,43,23
5,Object,378,35,69,24
10,message,454,35,88,21
6,Throwable,551,35,102,20
9,t,660,35,14,19
7,unknown_0,683,35,12,24
8,unknown_1,703,35,15,24
11,System.out,54,62,187,24
12,print(,54,62,187,24
13,"[""",250,62,35,24
14,);,294,62,22,24
15,System.out,54,89,187,24
16,print(,54,89,187,24
17,taskName,248,89,103,22
18,);,359,89,21,24
19,System.out,54,116,187,24
20,print(,54,116,187,24
25,System.out,54,116,187,24
26,print(,54,116,187,24
21,unknown_2,250,116,13,13
27,LEVEL[lvl],250,116,109,24
24,unknown_4,272,116,12,8
22,unknown_3,293,116,13,13
23,);,316,116,21,24
28,);,370,116,21,24
29,System.out,54,170,187,24
30,print(,54,170,187,24
31,"""]""",250,170,35,24
32,);,294,170,22,24
33,System.out.println(,54,197,208,24
35,message,270,197,81,21
34,);,359,197,21,24
36,if,54,251,35,24
40,t,98,251,14,19
41,!=,122,251,24,19
37,null,152,251,48,20
38,unknown_5,208,251,11,24
39,{,228,251,15,24
42,t,98,278,218,24
43,printstackTrace();,98,278,218,24
44,unknown_6,55,305,14,24
45,unknown_7,11,332,15,24
