,word,x,y,width,height
0,public,12,35,69,24
1,StatusEffect,86,35,134,20
2,getEffect,227,35,111,24
3,int,346,35,36,20
4,lock,390,35,47,20
5,unknown_0,445,35,12,24
6,{,466,35,14,24
7,synchronized,55,62,133,24
8,unknown_1,197,62,11,24
11,m_statuses,216,62,113,21
9,unknown_2,337,62,12,24
10,{,358,62,14,24
14,Iterator,98,89,90,19
12,1,195,89,16,20
15,=,216,89,16,13
13,m_statuses.iterator();,238,89,240,24
16,while,97,143,60,20
17,unknown_3,164,143,12,24
18,i.hasNext(),184,143,122,24
19,unknown_4,316,143,11,24
20,{,336,143,15,24
21,StatusEffect,141,170,133,20
22,eff,281,170,38,20
26,=,324,170,16,13
23,unknown_5,348,170,11,24
24,StatusEffect,367,170,134,20
25,)i.next();,510,170,108,24
27,if,141,224,26,20
28,unknown_6,175,224,22,24
29,eff,206,224,37,20
38,==,249,224,26,13
30,null,282,224,47,20
31,unknown_7,337,224,12,24
32,unknown_8,360,224,9,24
33,unknown_9,371,224,9,24
34,!eff,392,224,162,24
35,isActive(),392,224,162,24
36,unknown_10,564,224,12,24
37,{,584,224,15,24
39,continue;,184,251,99,23
40,unknown_11,141,278,15,24
41,if,141,305,26,20
42,unknown_12,175,305,12,24
43,eff,195,305,143,24
44,getLock(),195,305,143,24
48,==,346,305,27,13
45,lock,380,305,46,20
46,unknown_13,435,305,11,24
47,{,455,305,15,24
50,return,185,332,68,19
49,eff;,260,332,45,23
51,unknown_14,141,359,15,24
52,unknown_15,98,386,14,24
53,unknown_16,55,413,14,24
55,return,55,440,69,19
54,null;,130,440,56,23
56,unknown_17,11,467,15,24
