,word,x,y,width,height
0,private,12,35,80,24
1,List,99,35,46,20
2,getstatusFlagFields(),152,35,229,24
3,{,390,35,15,24
4,List,55,62,46,20
5,list,110,62,46,20
8,=,162,62,16,13
7,new,184,62,38,17
6,ArrayList();,226,62,133,24
9,string,54,89,70,24
10,statusFlagPath,131,89,155,24
13,=,292,89,16,13
11,"""/collectionconfigRecord/statusFlags/statusFlag/status",315,89,605,24
12,',315,89,605,24
14,for,54,116,37,20
15,unknown_0,99,116,12,24
21,Iterator,120,116,90,19
16,1,216,116,16,20
22,=,238,116,16,13
17,im.getInputFields().iterator();,260,116,336,24
18,i.hasNext();,605,116,132,24
19,unknown_1,748,116,11,24
20,unknown_2,768,116,15,24
23,InputField,98,143,112,24
24,field,216,143,59,20
29,=,281,143,16,13
25,unknown_3,305,143,11,24
26,InputField,325,143,112,24
27,unknown_4,445,143,12,24
28,"i,next();",465,143,99,24
30,unknown_5,98,170,26,20
31,prtln,130,170,58,24
32,unknown_6,197,170,11,24
33,field.tostring(),216,170,176,24
34,);,402,170,22,24
35,if,98,197,26,20
36,unknown_7,132,197,11,24
37,field.getNormalizedXPath(),152,197,283,24
38,'startswith(,436,197,129,24
39,statusFlagPath,574,197,154,24
40,)),737,197,22,24
41,unknown_8,768,197,15,24
42,list.add(,142,224,99,24
43,field,249,224,58,20
44,);,316,224,21,24
45,unknown_9,98,251,14,24
46,unknown_10,55,278,14,24
48,return,55,305,69,19
47,list;,131,305,55,23
49,unknown_11,11,332,15,24
