,word,x,y,width,height
0,public,12,35,69,24
1,EList,87,35,58,20
2,getScopePartnerLinks,152,35,229,24
3,final,389,35,59,20
4,EObject,454,35,80,24
7,process,541,35,79,21
5,unknown_0,629,35,12,24
6,unknown_1,649,35,15,24
9,TreeIterator,54,62,134,19
10,contents,195,62,91,19
11,=,292,62,16,13
8,process.eAlContents();,314,62,250,24
12,EList,55,89,57,20
13,results,120,89,79,20
16,=,205,89,16,13
15,new,228,89,37,17
14,BasicEList();,271,89,142,24
17,while,53,143,60,20
18,unknown_2,121,143,12,24
19,contents.hasNext(),141,143,197,24
20,unknown_3,348,143,12,24
21,{,368,143,15,24
22,EObject,98,170,79,24
23,obj,184,170,35,24
28,=,227,170,16,13
24,unknown_4,251,170,11,24
25,EObject,271,170,79,24
26,unknown_5,359,170,12,24
27,contents.next();,378,170,175,24
29,if,98,224,26,20
30,unknown_6,132,224,11,24
31,obj,152,224,35,24
32,instanceof,195,224,113,20
35,Scope,313,224,60,23
33,unknown_7,381,224,11,24
34,{,401,224,14,24
36,"results,addAlI(((",142,251,185,24
43,Scope,335,251,59,23
37,unknown_8,402,251,12,24
38,obj,422,251,35,24
39,),467,251,357,24
40,getPartnerLinks(),467,251,357,24
41,getchildren(),467,251,357,24
42,);,834,251,22,24
44,unknown_9,98,278,14,24
45,unknown_10,55,305,14,24
47,return,55,332,69,19
46,results;,131,332,87,23
48,unknown_11,11,359,15,24
