,word,x,y,width,height
0,public,12,35,69,24
1,Collection,86,35,113,20
2,getInstitutions(),206,35,186,24
3,{,401,35,14,24
5,try,55,62,37,23
4,{,98,62,15,24
6,if,98,89,26,20
7,unknown_0,132,89,11,24
8,iInstitutions,152,89,144,20
12,==,303,89,26,13
9,null,336,89,47,20
10,unknown_1,391,89,12,24
11,{,412,89,14,24
13,refreshInstitutions();,142,116,238,24
14,logger,142,143,142,24
15,debug(,142,143,142,24
16,Institutions,293,143,144,20
25,were,442,143,49,17
17,null,498,143,47,20
18,while,550,143,60,20
19,getting,616,143,80,24
20,them,703,143,55,20
21,Attempting,766,143,114,24
24,to,887,143,26,19
22,refresh.,919,143,100,20
23,);,1029,143,21,24
26,unknown_2,98,170,14,24
28,return,99,197,68,19
27,iInstitutions;,173,197,153,23
29,unknown_3,55,224,14,24
30,catch,54,251,59,20
31,unknown_4,121,251,12,24
32,Exception,141,251,101,24
35,e,249,251,16,17
33,unknown_5,273,251,11,24
34,{,293,251,14,24
36,logger,99,278,131,24
37,warn(,99,278,131,24
38,"e.getMessage(),",238,278,163,24
40,e,411,278,16,17
39,);,435,278,21,24
43,return,99,305,68,19
41,Collections,173,305,251,23
42,EMPTY_LIST;,173,305,251,23
44,unknown_6,55,332,14,24
45,unknown_7,11,359,15,24
