,word,x,y,width,height
0,public,12,35,69,24
1,Command,86,35,81,20
2,getBackcommand12(),173,35,198,24
3,unknown_0,379,35,15,24
4,if,54,62,27,20
5,unknown_1,88,62,12,24
6,backcommand12,109,62,144,20
11,==,259,62,27,13
7,null,292,62,48,20
8,unknown_2,348,62,12,24
9,{I/GEN-END:,368,62,120,24
10,1264-getter|0|264-preInit,490,62,270,24
12,unknown_3,98,89,26,20
13,write,129,89,60,20
14,pre-init,195,89,90,24
17,user,292,89,48,17
15,code,346,89,48,20
16,here,400,89,48,20
18,backCommand12,98,116,145,20
32,=,249,116,16,13
31,new,271,116,37,17
19,Command(,313,116,90,24
20,"""oK""",412,116,54,23
21,Command,475,116,142,23
22,"BACK,",475,116,142,23
28,0,627,116,16,19
23,);//GEN-LINE,651,116,140,24
24,unknown_4,803,116,9,24
29,264-getter,821,116,113,23
25,unknown_5,944,116,8,24
30,1,962,116,16,19
26,unknown_6,987,116,9,24
27,264-postInit,1005,116,133,24
33,unknown_7,98,143,26,20
34,write,129,143,60,20
35,post-init,195,143,101,24
38,user,303,143,47,17
36,code,357,143,48,20
37,here,411,143,48,20
39,}/GEN,55,170,141,24
40,"""",55,170,141,24
41,BEGIN:,55,170,141,24
42,unknown_8,209,170,9,24
45,264-getter,227,170,113,23
43,unknown_9,349,170,9,24
46,2,368,170,15,19
44,unknown_10,393,170,8,24
48,return,55,197,69,19
47,backcommand12;,130,197,153,23
49,unknown_11,11,224,15,24
