word,predicted_word,x,y,width,height
private,private,12,35,80,24
Recipe,Recipe,98,35,69,24
searchRecipe,searchRecipe,174,35,134,24
(,(,315,35,12,24
Recipe,Recipe,335,35,70,24
re,re,412,35,25,17
),),445,35,12,24
{,{,466,35,14,24
Recipe,Recipe,55,62,69,24
recipe;,recipe;,131,62,77,24
for,for,54,116,37,20
(,(,99,116,12,24
IngredientAmount,IngredientAmount,120,116,176,24
iam,iam,303,116,37,20
:,:,349,116,9,17
re.getIngredients(),re.getIngredients(),369,116,207,24
),),586,116,11,24
{,{,606,116,15,24
if,if,98,143,26,20
(,(,132,143,11,24
iam.getFood(),iam.getFood(),152,143,143,24
instanceof,instanceof,303,143,113,20
Recipe,Recipe,422,143,69,24
),),499,143,12,24
{,{,520,143,14,24
if,if,141,170,26,20
((,((,175,170,22,24
Recipe,Recipe,206,170,69,24
)iam.getFood(),)iam.getFood(),283,170,152,24
==,==,443,170,27,13
m_ActiveRecipe,m_ActiveRecipe,475,170,157,24
),),640,170,11,24
{,{,660,170,15,24
return,return,185,198,68,19
re;,re;,261,198,33,20
},},141,224,15,24
else,else,162,224,49,20
{,{,217,224,15,24
recipe,recipe,185,251,69,24
=,=,259,251,16,13
searchRecipe,searchRecipe,282,251,134,24
((,((,423,251,23,24
Recipe,Recipe,454,251,70,24
),),532,251,11,24
iam.getFood());,iam.getFood());,551,251,164,24
if,if,184,305,27,20
(,(,218,305,12,24
recipe,recipe,239,305,69,24
=,=,317,305,23,19
-----------,,346,305,48,20
),),402,305,12,24
{,{,422,305,15,24
return,return,228,332,68,19
recipe,recipe,304,332,76,24
},},184,359,15,24
},},141,386,15,24
},},98,413,14,24
},},55,440,14,24
return,return,55,467,69,19
null;,null;,130,467,56,23
},},11,494,15,24
