word,predicted_word,x,y,width,height
private,private,12,35,80,24
String,string,97,35,70,24
atomToExpression(,atomToExpressiong,173,35,186,24
Atom,Atom,367,35,49,19
atom,atom,422,35,55,22
-----------,1,422,35,55,22
String,string,486,35,70,24
name,name,563,35,47,17
),),618,35,12,24
{,{,638,35,15,24
String,string,54,62,70,24
expr,expr,130,62,48,21
=,=,184,62,16,13
name,name,206,62,48,17
+,+,259,62,16,16
"""","""",282,62,13,13
=,=,303,62,16,13
""";",""";",326,62,22,23
if,if,54,116,27,20
(,(,88,116,12,24
atom,atom,108,116,49,19
instanceof,instanceof,162,116,113,20
BooleanAtom,BooZeanAtom,281,116,124,20
),),413,116,12,24
{,{,433,116,15,24
BooleanAtom,BooleanAtom,98,143,124,20
booleanAtom,booleanAtom,228,143,123,20
=,=,357,143,16,13
(,(,380,143,12,24
BooleanAtom,BooleanAtom,400,143,124,20
),),532,143,11,24
atom;,atom;,551,143,56,22
try,try,98,170,37,23
{,{,142,170,14,24
if(,if(,141,197,35,24
booleanAtom.getBooleanValue(),booleanAtom.getBooleanValue,184,197,316,24
),),510,197,12,24
expr,expr,184,224,48,21
+=,+=,238,224,27,16
"""'T'"";","'T'""",272,224,65,23
else,else,141,251,48,20
expr,expr,184,278,48,21
+=,+=,238,278,27,16
"""'""","""F'""",272,278,65,23
},},98,305,14,24
catch,catch,119,305,59,20
(,(,186,305,11,24
InvalidStateException,InvalidstateException,206,305,231,24
e,e,443,305,16,17
),),467,305,12,24
{,{,487,305,15,24
throw,throw,141,332,59,20
new,new,206,332,38,17
Error(,Error(,249,332,67,24
"""Thing","""Thing",326,332,68,24
in,in,400,332,26,20
invalid,invalid,432,332,80,20
boolean,boolean,519,332,80,20
"state""","state""",606,332,67,20
);,);,683,332,21,24
},},98,359,14,24
},},55,386,14,24
else,else,54,413,48,20
if,if,108,413,27,20
(,(,143,413,11,24
atom,atom,162,413,49,19
instanceof,instanceof,216,413,113,20
TextAtom,TextAtom,335,413,92,19
),),435,413,11,24
expr,expr,98,440,47,21
+=,+=,151,440,27,16
"""'""","""'""",185,440,35,13
+,+,227,440,16,16
atom.getValue(),atom.getValue,249,440,165,24
+,+,421,440,16,16
"""'"";","""'"";",444,440,44,23
else,else,54,467,48,20
expr,expr,98,494,47,21
+=,+=,151,494,27,16
atom.getValue();,atom.getValue();,184,494,175,24
return,return,55,549,69,19
expr;,expr;,130,549,56,21
},},11,575,15,24
