,word,x,y,width,height
0,protected,12,35,101,24
1,int,119,35,36,20
2,countQuery(,162,35,122,24
3,final,292,35,59,20
8,Query,357,35,59,23
9,query,422,35,59,21
4,unknown_0,489,35,11,24
5,throws,509,35,68,20
6,PersistenceException,584,35,220,24
7,unknown_1,811,35,15,24
10,if,54,62,27,20
11,unknown_2,88,62,12,24
15,query,108,62,60,21
14,!=,176,62,24,19
12,null,206,62,48,20
13,){,262,62,24,24
16,if,98,89,26,20
17,unknown_3,132,89,11,24
18,pridezBroker,152,89,134,24
21,!=,295,89,24,19
19,null,325,89,48,20
20,){,381,89,24,24
25,return,142,116,68,19
22,pridezBroker,217,116,240,24
23,getCount,217,116,240,24
26,query,465,116,59,21
24,);,532,116,21,24
27,unknown_4,98,143,14,24
28,else,98,170,48,20
29,{,152,170,15,24
30,throw,141,197,59,20
38,new,206,197,38,17
31,PersistenceException(,249,197,229,24
32,"""Query",488,197,68,24
33,called,562,197,69,20
39,on,638,197,26,17
34,uninitialized,671,197,144,20
35,"PersistenceBroker""",822,197,206,23
36,null,1038,197,47,20
37,);,1094,197,21,24
40,unknown_5,98,224,14,24
41,unknown_6,55,251,14,24
42,else,54,278,48,20
43,unknown_7,109,278,15,24
44,throw,98,305,59,20
50,new,163,305,37,17
45,PersistenceException,206,305,229,24
46,"""No",444,305,37,20
51,query,486,305,60,21
47,"specified!""",552,305,130,24
48,null,692,305,48,20
49,);,748,305,21,24
52,unknown_8,55,332,14,24
53,unknown_9,11,359,15,24
