word,predicted_word,x,y,width,height
protected,protected,12,35,101,24
void,void,119,35,48,20
createCacheFile(,createcacheFile,173,35,176,24
Photo,Photo,357,35,59,20
"photo,","photo,",422,35,66,24
File,File,498,35,47,20
photoCacheFile,photocacheFile,552,35,162,24
PhotoDimension,PhotoDimension,724,35,156,20
dimension,dimension,886,35,102,20
),),996,35,12,24
throws,throws,1016,35,69,20
IOException,IOException,12,62,122,24
{,{,141,62,15,24
OutputStream,outputstream,54,89,135,23
"photo,",photoos,195,89,81,24
=,=,281,89,16,13
new,new,303,89,38,17
BufferedOutputStream(,Bufferedoutputstream(,346,89,230,24
new,new,584,89,38,17
FileOutputStream(,Fileoutputstream(,627,89,186,24
photoCacheFile,photoCacheFile,822,89,155,24
));,));,986,89,32,24
Photo,PhotoHelper,55,116,272,24
-----------,getInstance(),55,116,272,24
PhotoHelper.getInstance().writeUncachedThumbnail(,writeUncachedThumbnail(,328,116,258,24
"photo,","photo,",595,116,65,24
"photo,",photoos,671,116,80,24
);,);,759,116,21,24
photoOS.close();,photoos.close();,55,143,174,24
},},11,170,15,24
