word,predicted_word,x,y,width,height
protected,protected,12,35,101,24
void,void,119,35,48,20
createNewServerProcess(,createnewServerProcess,173,35,251,24
Socket,Socket,432,35,69,20
socket,socket,509,35,68,20
){,){,586,35,24,24
logger.info(,logger,56,62,131,24
-----------,info(,56,62,131,24
"""Received","""Received",196,62,100,20
connection,connection,303,62,112,20
on,on,422,62,26,17
port,port,455,62,46,23
"""","""",509,62,13,13
+,+,529,62,16,16
getPort(),getPort(),551,62,100,24
+,+,659,62,16,16
"""","""",682,62,13,13
from,from,702,62,49,20
"[""","[""",759,62,23,24
+,+,789,62,16,16
socket,socket,811,62,251,24
socket.getInetAddress(),getInetAddress(),811,62,251,24
+,+,1069,62,16,16
""":""",""":""",1093,62,34,20
+,+,11,89,16,16
socket,socket,33,89,176,24
getPort(),getPort(),33,89,176,24
+,+,216,89,16,16
-----------,J,239,89,23,24
"""].""",".""",263,89,22,20
);,);,294,89,22,24
Thread,Thread,54,143,70,20
t,t,130,143,15,19
=,=,151,143,16,13
new,new,174,143,37,17
Thread(,Thread(,216,143,79,24
getNewServerProcess(,getNewServerProcess,303,143,219,24
socket,socket,530,143,68,20
));,));,607,143,33,24
t.start();,t.start();,55,170,109,24
getServerProcesses().add(,getServerProcesses(),54,197,219,24
-----------,add(,274,197,53,24
t,t,336,197,14,19
);,);,359,197,21,24
new,new,55,224,37,17
Thread(,Thread(,97,224,79,24
new,new,184,224,38,17
Monitor(,Monitor,227,224,89,24
t,t,325,224,14,19
)).start();,))start();,348,224,119,24
},},11,251,15,24
