word,predicted_word,x,y,width,height
protected,protected,12,35,101,24
void,void,119,35,48,20
onAttach(),onAttach(),173,35,111,24
{,{,293,35,14,24
if,if,54,62,27,20
(,(,88,62,12,24
attached,attached,108,62,91,20
),),208,62,11,24
return;,return;,99,90,76,22
attached,attached,54,143,91,20
=,=,151,143,16,13
true;,true;,174,143,55,22
//,//,54,197,27,20
Set,Set,86,197,37,19
the,the,130,197,37,20
main,main,173,197,48,20
element's,element's,227,197,102,20
event,event,335,197,58,19
listener.,listener,401,197,98,20
This,This,508,197,48,20
should,should,563,197,68,20
only,only,638,197,48,24
be,be,692,197,26,20
set,set,725,197,35,19
//,//,54,224,27,20
while,while,86,224,60,20
the,the,152,224,37,20
widget,widget,194,224,70,24
is,is,270,224,26,20
"attached,","attached,",303,224,98,23
because,because,411,224,80,20
it,it,497,224,26,20
creates,creates,530,224,80,19
a,a,616,224,16,17
circular,circular,638,224,91,20
//,//,54,251,27,20
reference,reference,88,251,101,20
between,between,195,251,80,20
JavaScript,JavaScript,282,251,111,24
and,and,400,251,37,20
the,the,444,251,37,20
DOM.,DOM,487,251,44,19
DOM.,DOM,55,278,229,24
DOM.setEventListener(,setEventListener,55,278,229,24
"getElement(),","getELement(),",292,278,142,24
this,this,444,278,47,20
);,);,499,278,22,24
//,//,54,332,27,20
Now,Now,87,332,38,19
that,that,130,332,47,20
the,the,184,332,37,20
widget,widget,226,332,70,24
is,is,303,332,26,20
"attached,","attached,",335,332,99,23
call,call,443,332,48,20
onLoad();,onLoad(),497,332,99,24
onLoad();,onLoad();,54,359,100,24
},},11,386,15,24
