word,predicted_word,x,y,width,height
private,private,12,35,80,24
int,int,98,35,36,20
handleHalt(),handLeHalt(),141,35,132,24
{,{,282,35,15,24
//need,IIneed,54,62,70,20
to,to,130,62,27,19
test,test,163,62,47,19
that,that,217,62,47,20
this,this,271,62,47,20
is,is,324,62,26,20
the,the,357,62,37,20
root,root,401,62,46,19
process,process,455,62,79,21
if(,if,54,89,35,24
processID,processID,98,89,102,23
==,==,205,89,27,13
0,0,238,89,16,19
){,){,262,89,24,24
Machine.halt();,Machine.halt();,98,116,164,24
},},55,143,14,24
else{,else{,76,143,59,24
//System.err.println(,ISystem.err,98,170,229,24
-----------,println(,98,170,229,24
"""non-root","""non-root",336,170,100,20
process,process,444,170,79,21
trying,trying,530,170,69,24
to,to,606,170,26,19
call,call,638,170,48,20
"halt""","halt""",692,170,57,20
);,);,759,170,21,24
return,return,99,197,68,19
-1;,-1;,175,197,33,22
//This,I[This,216,197,70,20
is,is,292,197,26,20
not,not,325,197,36,19
the,the,368,197,37,20
root,root,412,197,46,19
process,process,465,197,80,21
-----------,SO,552,197,26,17
ignore,ignore,584,197,69,24
this,this,660,197,47,20
one,one,713,197,38,17
},},55,224,14,24
Lib.assertNotReached(,"Lib,assertNotReached(",55,251,229,24
"machine!""",Machine,293,251,164,24
halt,halt(),293,251,164,24
did,did,465,251,37,20
not,not,509,251,35,19
halt,halt,552,251,46,20
"machine!""",machine!,605,251,101,20
);,);,716,251,21,24
return,return,55,279,69,19
0;,0;,130,279,24,22
},},11,305,15,24
