word,occurrence,tree_parts
private,0,"['function', 'type', 'specifier']"
boolean,0,"['function', 'type', 'name']"
liesBetween,0,"['function', 'name']"
double,0,"['function', 'parameter_list', 'parameter', 'decl', 'type', 'name']"
x1,0,"['function', 'parameter_list', 'parameter', 'decl', 'name']"
double,1,"['function', 'parameter_list', 'parameter', 'decl', 'type', 'name']"
x2,0,"['function', 'parameter_list', 'parameter', 'decl', 'name']"
double,2,"['function', 'parameter_list', 'parameter', 'decl', 'type', 'name']"
x3,0,"['function', 'parameter_list', 'parameter', 'decl', 'name']"
if,0,"['function', 'block', 'block_content', 'if_stmt', 'if']"
x1,1,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name']"
<=,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'operator']"
x2,1,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name']"
&&,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'operator']"
x3,1,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name']"
>=,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'operator']"
x1,2,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name']"
-,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'operator']"
ACCURACY,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name']"
&&,1,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'operator']"
x3,2,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name']"
<=,1,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'operator']"
x2,2,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name']"
+,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'operator']"
ACCURACY,1,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name']"
return,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'block', 'block_content', 'return']"
true,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'block', 'block_content', 'return', 'expr', 'literal']"
if,1,"['function', 'block', 'block_content', 'if_stmt', 'if']"
x1,3,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name']"
>=,1,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'operator']"
x2,3,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name']"
&&,2,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'operator']"
x3,3,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name']"
>=,2,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'operator']"
x2,4,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name']"
-,1,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'operator']"
ACCURACY,2,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name']"
&&,3,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'operator']"
x3,4,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name']"
<=,2,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'operator']"
x1,4,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name']"
+,1,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'operator']"
ACCURACY,3,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name']"
return,1,"['function', 'block', 'block_content', 'if_stmt', 'if', 'block', 'block_content', 'return']"
true,1,"['function', 'block', 'block_content', 'if_stmt', 'if', 'block', 'block_content', 'return', 'expr', 'literal']"
return,2,"['function', 'block', 'block_content', 'return']"
false,0,"['function', 'block', 'block_content', 'return', 'expr', 'literal']"
