word,occurrence,tree_parts
protected,0,"['function', 'type', 'specifier']"
void,0,"['function', 'type', 'name']"
createCacheFile,0,"['function', 'name']"
Photo,0,"['function', 'parameter_list', 'parameter', 'decl', 'type', 'name']"
photo,0,"['function', 'parameter_list', 'parameter', 'decl', 'name']"
File,0,"['function', 'parameter_list', 'parameter', 'decl', 'type', 'name']"
photoCacheFile,0,"['function', 'parameter_list', 'parameter', 'decl', 'name']"
PhotoDimension,0,"['function', 'parameter_list', 'parameter', 'decl', 'type', 'name']"
dimension,0,"['function', 'parameter_list', 'parameter', 'decl', 'name']"
throws,0,"['function', 'throws']"
IOException,0,"['function', 'throws', 'argument', 'expr', 'name']"
OutputStream,0,"['function', 'block', 'block_content', 'decl_stmt', 'decl', 'type', 'name']"
photoOS,0,"['function', 'block', 'block_content', 'decl_stmt', 'decl', 'name']"
=,0,"['function', 'block', 'block_content', 'decl_stmt', 'decl', 'init']"
new,0,"['function', 'block', 'block_content', 'decl_stmt', 'decl', 'init', 'expr', 'operator']"
BufferedOutputStream,0,"['function', 'block', 'block_content', 'decl_stmt', 'decl', 'init', 'expr', 'call', 'name']"
new,1,"['function', 'block', 'block_content', 'decl_stmt', 'decl', 'init', 'expr', 'call', 'argument_list', 'argument', 'expr', 'operator']"
FileOutputStream,0,"['function', 'block', 'block_content', 'decl_stmt', 'decl', 'init', 'expr', 'call', 'argument_list', 'argument', 'expr', 'call', 'name']"
photoCacheFile,1,"['function', 'block', 'block_content', 'decl_stmt', 'decl', 'init', 'expr', 'call', 'argument_list', 'argument', 'expr', 'call', 'argument_list', 'argument', 'expr', 'name']"
PhotoHelper,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'name', 'name']"
getInstance,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'name', 'name']"
writeUncachedThumbnail,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'name']"
photo,1,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'argument_list', 'argument', 'expr', 'name']"
photoOS,1,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'argument_list', 'argument', 'expr', 'name']"
photoOS,2,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'name', 'name']"
close,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'name', 'name']"
