participant_id,function_name,function_id,key_pressed,timestamp
001,exit,4453291,T,2022-11-27 18:27:45.838210
001,exit,4453291,H,2022-11-27 18:27:45.933325
001,exit,4453291,I,2022-11-27 18:27:46.080307
001,exit,4453291,S,2022-11-27 18:27:46.156942
001,exit,4453291, ,2022-11-27 18:27:46.293041
001,exit,4453291,I,2022-11-27 18:27:46.449629
001,exit,4453291,S,2022-11-27 18:27:46.533212
001,exit,4453291, ,2022-11-27 18:27:46.621154
001,exit,4453291,T,2022-11-27 18:27:46.765482
001,exit,4453291,H,2022-11-27 18:27:46.849914
001,exit,4453291,E,2022-11-27 18:27:46.957551
001,exit,4453291, ,2022-11-27 18:27:47.029434
001,exit,4453291,S,2022-11-27 18:27:47.285348
001,exit,4453291,U,2022-11-27 18:27:47.397706
001,exit,4453291,M,2022-11-27 18:27:47.605003
001,exit,4453291,M,2022-11-27 18:27:47.765404
001,exit,4453291,A,2022-11-27 18:27:47.900954
001,exit,4453291,R,2022-11-27 18:27:47.956889
001,exit,4453291,Y,2022-11-27 18:27:48.068909
001,exit,4453291, ,2022-11-27 18:27:48.183146
001,exit,4453291,F,2022-11-27 18:27:48.285088
001,exit,4453291,O,2022-11-27 18:27:48.365442
001,exit,4453291,R,2022-11-27 18:27:48.480114
001,exit,4453291, ,2022-11-27 18:27:48.597491
001,exit,4453291,T,2022-11-27 18:27:48.685214
001,exit,4453291,H,2022-11-27 18:27:48.765403
001,exit,4453291,E,2022-11-27 18:27:48.917524
001,exit,4453291, ,2022-11-27 18:27:49.029271
001,exit,4453291,X,2022-11-27 18:27:49.205346
001,exit,4453291,,2022-11-27 18:27:49.517413
001,exit,4453291,E,2022-11-27 18:27:49.652849
001,exit,4453291,X,2022-11-27 18:27:49.869231
001,exit,4453291,I,2022-11-27 18:27:49.982805
001,exit,4453291,T,2022-11-27 18:27:50.133201
001,exit,4453291, ,2022-11-27 18:27:50.228931
001,exit,4453291,M,2022-11-27 18:27:50.421452
001,exit,4453291,E,2022-11-27 18:27:50.485209
