478483959,1,1,"(0.4230731129646301, 0.3209953010082245)","(0.4222763776779175, 0.30522602796554565)",2.9005889892578125,2.967559814453125
478492292,1,1,"(0.4286521077156067, 0.3431870937347412)","(0.4275166392326355, 0.29513293504714966)",2.940704345703125,2.932403564453125
478500626,1,1,"(0.41869688034057617, 0.3323270380496979)","(0.4228530526161194, 0.294504314661026)",2.91046142578125,2.931365966796875
478508960,1,1,"(0.4184848964214325, 0.324541300535202)","(0.4225876033306122, 0.29131242632865906)",2.918731689453125,2.91314697265625
478517291,1,1,"(0.4185419976711273, 0.33677956461906433)","(0.4192054867744446, 0.3083168864250183)",2.93212890625,2.9441986083984375
478525625,1,1,"(0.42002159357070923, 0.3282943665981293)","(0.4215930998325348, 0.3020743131637573)",2.906005859375,2.9343109130859375
478533963,1,1,"(0.4218280017375946, 0.32956430315971375)","(0.4254209101200104, 0.30048468708992004)",2.9015655517578125,2.94683837890625
478542297,1,1,"(0.42171710729599, 0.3190568685531616)","(0.42306408286094666, 0.30229899287223816)",2.8988189697265625,2.926971435546875
478550630,1,1,"(0.42194631695747375, 0.3365594744682312)","(0.42132318019866943, 0.29501038789749146)",2.9088897705078125,2.9172210693359375
478558963,1,1,"(0.4248197376728058, 0.34791892766952515)","(0.4271378517150879, 0.2975268065929413)",2.9501190185546875,2.943450927734375
478567296,1,1,"(0.42702820897102356, 0.3238055408000946)","(0.4296422600746155, 0.30075427889823914)",2.9109039306640625,2.9355316162109375
478575630,1,1,"(0.42595145106315613, 0.3604523837566376)","(0.43070879578590393, 0.3058238625526428)",2.9493560791015625,2.938507080078125
478583964,1,1,"(0.4234409034252167, 0.34344369173049927)","(0.42532214522361755, 0.3108592927455902)",2.962005615234375,2.9317474365234375
478592296,1,1,"(0.4237678647041321, 0.33038535714149475)","(0.4226532578468323, 0.31435060501098633)",2.927581787109375,2.9282379150390625
478600631,1,1,"(0.42506250739097595, 0.3395444452762604)","(0.4233509600162506, 0.304640531539917)",2.9510345458984375,2.8831634521484375
478608964,1,1,"(0.4288937449455261, 0.3345489501953125)","(0.4241158366203308, 0.3250129818916321)",2.93975830078125,2.925628662109375
478617297,1,1,"(0.423537939786911, 0.3338215947151184)","(0.42492225766181946, 0.3263177275657654)",2.9436798095703125,2.9281158447265625
478625631,1,1,"(0.430309921503067, 0.3353503346443176)","(0.4220282733440399, 0.31679293513298035)",2.910736083984375,2.9295806884765625
478633964,1,1,"(0.42592674493789673, 0.34798920154571533)","(0.4216338098049164, 0.29948490858078003)",2.9576873779296875,2.898895263671875
478642297,1,1,"(0.42468729615211487, 0.3306586742401123)","(0.4213886857032776, 0.31676357984542847)",2.9139862060546875,2.9197235107421875
478650630,1,1,"(0.418728232383728, 0.32395029067993164)","(0.4246237576007843, 0.32129988074302673)",2.9014434814453125,2.9241790771484375
478658963,1,1,"(0.42337024211883545, 0.3575855791568756)","(0.4274212121963501, 0.3190820515155792)",2.9895477294921875,2.9394989013671875
478667304,1,1,"(0.42153093218803406, 0.32038694620132446)","(0.4273607134819031, 0.3254244923591614)",2.8958892822265625,2.94097900390625
478675637,1,1,"(0.42818957567214966, 0.3274504244327545)","(0.4243328273296356, 0.30905649065971375)",2.9222259521484375,2.9173736572265625
478683971,1,1,"(0.4266112744808197, 0.3365035355091095)","(0.42312222719192505, 0.3053659200668335)",2.9326171875,2.9029388427734375
478692303,1,1,"(0.4277128279209137, 0.330564945936203)","(0.4202549159526825, 0.3006495237350464)",2.899200439453125,2.9110107421875
478700637,1,1,"(0.4255140423774719, 0.3560712933540344)","(0.41954588890075684, 0.28769832849502563)",2.97735595703125,2.9204559326171875
478708971,1,1,"(0.4235752820968628, 0.31832948327064514)","(0.41758137941360474, 0.30171290040016174)",2.901275634765625,2.924652099609375
478717304,1,1,"(0.4244152009487152, 0.3256479501724243)","(0.41385725140571594, 0.3001347780227661)",2.9140777587890625,2.9231719970703125
478725637,1,1,"(0.42779457569122314, 0.3288223445415497)","(0.4221251308917999, 0.3017016351222992)",2.9494476318359375,2.9363555908203125
478733970,1,1,"(0.4216746985912323, 0.32015010714530945)","(0.4243354797363281, 0.30936142802238464)",2.9316864013671875,2.939727783203125
478742304,1,1,"(0.41544216871261597, 0.32709628343582153)","(0.4236159026622772, 0.29909390211105347)",2.923095703125,2.9158782958984375
478750637,1,1,"(0.42828527092933655, 0.32518908381462097)","(0.42750054597854614, 0.3180526793003082)",2.9257354736328125,2.928070068359375
478758970,1,1,"(0.42155158519744873, 0.33459794521331787)","(0.4264344871044159, 0.3190440237522125)",2.942626953125,2.9230804443359375
478767304,1,1,"(0.42604178190231323, 0.3278663456439972)","(0.42398494482040405, 0.3140002191066742)",2.909698486328125,2.9426727294921875
478775637,1,1,"(0.4217139482498169, 0.356160432100296)","(0.4206991195678711, 0.3086678683757782)",2.94024658203125,2.94818115234375
478783970,1,1,"(0.4307938516139984, 0.33431968092918396)","(0.4223645031452179, 0.30460089445114136)",2.9558563232421875,2.970794677734375
478792304,1,1,"(0.43378546833992004, 0.354729026556015)","(0.4203462302684784, 0.2945614755153656)",3.0145416259765625,2.9427490234375
478800642,1,1,"(0.4296579658985138, 0.3449813425540924)","(0.41579073667526245, 0.3181105852127075)",2.9846954345703125,2.955718994140625
478808975,1,1,"(0.4205954372882843, 0.33207622170448303)","(0.416802316904068, 0.29749980568885803)",2.9548492431640625,2.9294891357421875
478817308,1,1,"(0.4244063198566437, 0.3358101546764374)","(0.426992267370224, 0.30904433131217957)",2.96209716796875,2.942779541015625
478825642,1,1,"(0.42118215560913086, 0.3304802477359772)","(0.42729902267456055, 0.3121322989463806)",2.9310760498046875,2.9652252197265625
478833975,1,1,"(0.4295666813850403, 0.3513544201850891)","(0.4262140095233917, 0.31373634934425354)",2.9603424072265625,2.9344024658203125
478842309,1,1,"(0.42520666122436523, 0.34819355607032776)","(0.4250609874725342, 0.31759458780288696)",2.977752685546875,2.936492919921875
478850642,1,1,"(0.42760634422302246, 0.3546440601348877)","(0.4227888584136963, 0.3261615037918091)",2.9914093017578125,2.971771240234375
478858975,1,1,"(0.4185337424278259, 0.3409753441810608)","(0.4183378219604492, 0.3001425564289093)",2.946807861328125,2.9385986328125
478867309,1,1,"(0.40824952721595764, 0.29873189330101013)","(0.42113158106803894, 0.257989764213562)",2.9882049560546875,2.9828033447265625
478875642,1,1,"(0.4238220751285553, 0.29140469431877136)","(0.42418909072875977, 0.2543412744998932)",2.982391357421875,2.9925384521484375
478883975,1,1,"(0.423941045999527, 0.2942172586917877)","(0.4198096990585327, 0.23176763951778412)",2.9980316162109375,2.9539947509765625
478892309,1,1,"(0.4273240268230438, 0.2653535306453705)","(0.41999533772468567, 0.2360837161540985)",2.971343994140625,2.951263427734375
478900642,1,1,"(0.43027833104133606, 0.2634957730770111)","(0.42195791006088257, 0.20998062193393707)",2.9744110107421875,2.908447265625
478908975,1,1,"(0.4293922781944275, 0.2768273651599884)","(0.42238354682922363, 0.20637384057044983)",2.986846923828125,2.948516845703125
478917308,1,1,"(0.4231085181236267, 0.2875140607357025)","(0.4205280840396881, 0.20839856564998627)",2.9561004638671875,2.9633026123046875
478925646,1,1,"(0.4233083724975586, 0.2798391580581665)","(0.41933077573776245, 0.2048652470111847)",2.9926300048828125,2.9590301513671875
478933979,1,1,"(0.42496949434280396, 0.28270936012268066)","(0.41486218571662903, 0.23140324652194977)",2.9951171875,2.9897613525390625
478942313,1,1,"(0.42887642979621887, 0.26920172572135925)","(0.41698044538497925, 0.21781420707702637)",2.983795166015625,2.968536376953125
478950646,1,1,"(0.42262551188468933, 0.2758426368236542)","(0.41901400685310364, 0.20525571703910828)",2.983245849609375,2.9366455078125
478958979,1,1,"(0.4277940094470978, 0.26838812232017517)","(0.41746416687965393, 0.2137899547815323)",2.9837799072265625,2.9554595947265625
478967312,1,1,"(0.42167267203330994, 0.2621842324733734)","(0.424973726272583, 0.22003090381622314)",2.992828369140625,2.958953857421875
