word,occurrence,original,x,y,width,height,tobii_x,tobii_y,tobii_width,tobii_height
public,0,,22,135,69,24,0.011458333,0.125,0.0359375,0.022222222
void,0,,96,135,48,20,0.05,0.125,0.025,0.018518519
process,0,,151,135,89,24,0.078645833,0.125,0.046354167,0.022222222
WorkerIsReadyMessageHandle,0,,247,135,287,24,0.128645833,0.125,0.149479167,0.022222222
handle,0,,540,135,76,23,0.28125,0.125,0.039583333,0.021296296
ServiceManager,0,,626,135,156,24,0.326041667,0.125,0.08125,0.022222222
serviceManager,0,,789,135,155,24,0.4109375,0.125,0.080729167,0.022222222
WorkerIsReadyProcessorRequestTO,0,,63,162,341,24,0.0328125,0.15,0.177604167,0.022222222
to,0,,411,162,26,19,0.2140625,0.15,0.013541667,0.017592593
=,0,,442,162,16,13,0.230208333,0.15,0.008333333,0.012037037
new,0,,465,162,37,17,0.2421875,0.15,0.019270833,0.015740741
WorkerIsReadyProcessorRequestTO,1,,506,162,370,24,0.263541667,0.15,0.192708333,0.022222222
ServiceID,0,,64,189,103,20,0.033333333,0.175,0.053645833,0.018518519
workerID,0,,171,189,93,20,0.0890625,0.175,0.0484375,0.018518519
=,1,,269,189,16,13,0.140104167,0.175,0.008333333,0.012037037
serviceManager,1,,292,189,165,24,0.152083333,0.175,0.0859375,0.022222222
getSenderServiceID,0,,457,189,213,24,0.238020833,0.175,0.1109375,0.022222222
to,1,,65,243,23,24,0.033854167,0.225,0.011979167,0.022222222
setWorkerAddress,0,,88,243,184,24,0.045833333,0.225,0.095833333,0.022222222
workerID,1,,290,243,98,24,0.151041667,0.225,0.051041667,0.022222222
toString,0,,388,243,98,24,0.202083333,0.225,0.051041667,0.022222222
to,2,,65,270,23,24,0.033854167,0.25,0.011979167,0.022222222
setWorkerContainerID,0,,88,270,227,24,0.045833333,0.25,0.118229167,0.022222222
workerID,2,,333,270,95,24,0.1734375,0.25,0.049479167,0.022222222
getContainerID,0,,428,270,167,24,0.222916667,0.25,0.086979167,0.022222222
toString,1,,608,270,118,24,0.316666667,0.25,0.061458333,0.022222222
OurGridRequestControl,0,,64,297,242,24,0.033333333,0.275,0.126041667,0.022222222
getInstance,0,,306,297,127,24,0.159375,0.275,0.066145833,0.022222222
execute,0,,446,297,84,24,0.232291667,0.275,0.04375,0.022222222
to,3,,551,297,33,22,0.286979167,0.275,0.0171875,0.02037037
serviceManager,2,,594,297,155,24,0.309375,0.275,0.080729167,0.022222222
