word,occurrence,original,x,y,width,height,tobii_x,tobii_y,tobii_width,tobii_height
public,0,,22,135,69,24,0.011458333,0.125,0.0359375,0.022222222
void,0,,96,135,48,20,0.05,0.125,0.025,0.018518519
addUIDeployment,0,,151,135,175,24,0.078645833,0.125,0.091145833,0.022222222
SandUIDeployment,0,,334,135,177,24,0.173958333,0.125,0.0921875,0.022222222
uidep,0,,519,135,58,24,0.2703125,0.125,0.030208333,0.022222222
SandUIDeployment,1,SandUIDeployment[],64,162,197,24,0.033333333,0.15,0.102604167,0.022222222
olduis,0,,270,162,69,20,0.140625,0.15,0.0359375,0.018518519
=,0,,345,162,16,13,0.1796875,0.15,0.008333333,0.012037037
getSandUIDeployments,0,,367,162,250,24,0.191145833,0.15,0.130208333,0.022222222
SandUIDeployment,2,SandUIDeployment[],64,189,197,24,0.033333333,0.175,0.102604167,0.022222222
newuis,0,,270,189,69,20,0.140625,0.175,0.0359375,0.018518519
=,1,,345,189,16,13,0.1796875,0.175,0.008333333,0.012037037
new,0,,367,189,38,17,0.191145833,0.175,0.019791667,0.015740741
SandUIDeployment,3,,410,189,187,24,0.213541667,0.175,0.097395833,0.022222222
olduis,1,,604,189,78,20,0.314583333,0.175,0.040625,0.018518519
length,0,,681,189,68,24,0.3546875,0.175,0.035416667,0.022222222
+,0,,755,189,16,16,0.393229167,0.175,0.008333333,0.014814815
1,0,,777,189,16,19,0.4046875,0.175,0.008333333,0.017592593
System,0,,64,216,70,24,0.033333333,0.2,0.036458333,0.022222222
arraycopy,0,,134,216,105,24,0.069791667,0.2,0.0546875,0.022222222
olduis,2,,259,216,77,23,0.134895833,0.2,0.040104167,0.021296296
0,0,,345,216,23,22,0.1796875,0.2,0.011979167,0.02037037
newuis,1,,378,216,76,23,0.196875,0.2,0.039583333,0.021296296
0,1,,464,216,23,22,0.241666667,0.2,0.011979167,0.02037037
olduis,3,,496,216,78,20,0.258333333,0.2,0.040625,0.018518519
length,1,,573,216,68,24,0.2984375,0.2,0.035416667,0.022222222
newuis,2,,65,243,79,24,0.033854167,0.225,0.041145833,0.022222222
olduis,4,,151,243,77,20,0.078645833,0.225,0.040104167,0.018518519
length,2,,259,243,31,24,0.134895833,0.225,0.016145833,0.022222222
=,2,,323,243,16,13,0.168229167,0.225,0.008333333,0.012037037
uidep,1,,346,243,66,24,0.180208333,0.225,0.034375,0.022222222
setSandUIDeployments,0,,65,270,229,24,0.033854167,0.25,0.119270833,0.022222222
newuis,3,,302,270,69,20,0.157291667,0.25,0.0359375,0.018518519
