word,occurrence,original,x,y,width,height,tobii_x,tobii_y,tobii_width,tobii_height
public,0,,22,135,69,24,0.011458333,0.125,0.0359375,0.022222222
void,0,,96,135,48,20,0.05,0.125,0.025,0.018518519
removeSelection,0,,152,135,174,24,0.079166667,0.125,0.090625,0.022222222
IEntity,0,,335,135,80,24,0.174479167,0.125,0.041666667,0.022222222
selection,0,,422,135,100,20,0.219791667,0.125,0.052083333,0.018518519
//,200,,64,162,27,20,0.033333333,0.15,0.0140625,0.018518519
Assertions,200,,96,162,110,20,0.05,0.15,0.057291667,0.018518519
if,0,,64,189,27,20,0.033333333,0.175,0.0140625,0.018518519
selection,1,,119,189,101,20,0.061979167,0.175,0.052604167,0.018518519
==,0,,226,189,27,13,0.117708333,0.175,0.0140625,0.012037037
null,0,,259,189,48,20,0.134895833,0.175,0.025,0.018518519
String,0,,107,216,70,24,0.055729167,0.2,0.036458333,0.022222222
msg,0,,183,216,37,21,0.0953125,0.2,0.019270833,0.019444444
=,0,,226,216,16,13,0.117708333,0.2,0.008333333,0.012037037
"""Argument",100,,249,216,100,24,0.1296875,0.2,0.052083333,0.022222222
selection',100,,359,216,118,20,0.186979167,0.2,0.061458333,0.018518519
cannot,100,,486,216,68,19,0.253125,0.2,0.035416667,0.017592593
be,100,,562,216,26,20,0.292708333,0.2,0.013541667,0.018518519
null.,100,,594,216,51,23,0.309375,0.2,0.0265625,0.021296296
"""",100,,645,216,13,23,0.3359375,0.2,0.006770833,0.021296296
throw,0,,108,243,59,20,0.05625,0.225,0.030729167,0.018518519
new,0,,173,243,37,17,0.090104167,0.225,0.019270833,0.015740741
IllegalArgumentException,0,,216,243,272,24,0.1125,0.225,0.141666667,0.022222222
msg,1,,496,243,37,21,0.258333333,0.225,0.019270833,0.019444444
entitySel,0,,64,324,105,24,0.033333333,0.3,0.0546875,0.022222222
remove,0,,169,324,70,24,0.088020833,0.3,0.036458333,0.022222222
selection,2,,260,324,107,24,0.135416667,0.3,0.055729167,0.022222222
getEntityId,0,,367,324,131,24,0.191145833,0.3,0.068229167,0.022222222
if,1,,64,351,35,24,0.033333333,0.325,0.018229167,0.022222222
selection,3,,108,351,102,24,0.05625,0.325,0.053125,0.022222222
getType,0,getType(),210,351,102,24,0.109375,0.325,0.053125,0.022222222
equals,0,,312,351,68,24,0.1625,0.325,0.035416667,0.022222222
EntityType,0,,410,351,111,24,0.213541667,0.325,0.0578125,0.022222222
MEMBER,0,,521,351,67,24,0.271354167,0.325,0.034895833,0.022222222
memberCount,0,memberCount--,107,378,154,23,0.055729167,0.35,0.080208333,0.021296296
else,0,,86,405,59,24,0.044791667,0.375,0.030729167,0.022222222
groupCount,0,groupCount--,108,433,142,23,0.05625,0.400925926,0.073958333,0.021296296
