word,occurrence,original,x,y,width,height,tobii_x,tobii_y,tobii_width,tobii_height
public,0,,22,135,69,24,0.011458333,0.125,0.0359375,0.022222222
String,0,,96,135,70,24,0.05,0.125,0.036458333,0.022222222
print,0,,173,135,67,24,0.090104167,0.125,0.034895833,0.022222222
String,1,,248,135,69,24,0.129166667,0.125,0.0359375,0.022222222
tab,0,,324,135,37,20,0.16875,0.125,0.019270833,0.018518519
if,0,,64,162,27,20,0.033333333,0.15,0.0140625,0.018518519
content,0,,118,162,80,19,0.061458333,0.15,0.041666667,0.017592593
instanceof,0,,205,162,113,20,0.106770833,0.15,0.058854167,0.018518519
RegExp,0,,324,162,69,23,0.16875,0.15,0.0359375,0.021296296
return,0,,109,189,68,19,0.056770833,0.175,0.035416667,0.017592593
tab,1,,184,189,36,20,0.095833333,0.175,0.01875,0.018518519
+,0,,226,189,16,16,0.117708333,0.175,0.008333333,0.014814815
"""type",100,type,249,189,58,24,0.1296875,0.175,0.030208333,0.022222222
=,100,,313,189,16,13,0.163020833,0.175,0.008333333,0.012037037
"""",100,,336,189,13,13,0.175,0.175,0.006770833,0.012037037
+,1,,356,189,16,16,0.185416667,0.175,0.008333333,0.014814815
type,0,,378,189,48,23,0.196875,0.175,0.025,0.021296296
+,2,,431,189,16,16,0.224479167,0.175,0.008333333,0.014814815
Out,0,,453,189,35,19,0.2359375,0.175,0.018229167,0.017592593
NL,0,,488,189,23,19,0.254166667,0.175,0.011979167,0.017592593
+,3,,529,189,16,16,0.275520833,0.175,0.008333333,0.014814815
tab,2,,551,189,37,20,0.286979167,0.175,0.019270833,0.018518519
+,4,,593,189,16,16,0.308854167,0.175,0.008333333,0.014814815
"""content",101,,616,189,90,20,0.320833333,0.175,0.046875,0.018518519
":""",101,,716,189,21,20,0.372916667,0.175,0.0109375,0.018518519
+,5,,745,189,16,16,0.388020833,0.175,0.008333333,0.014814815
Out,1,,766,189,35,19,0.398958333,0.175,0.018229167,0.017592593
NL,1,,801,189,23,19,0.4171875,0.175,0.011979167,0.017592593
+,6,,842,189,16,16,0.438541667,0.175,0.008333333,0.014814815
RegExp,1,((RegExp)content,888,189,69,24,0.4625,0.175,0.0359375,0.022222222
content,1,,969,189,81,24,0.5046875,0.175,0.0421875,0.022222222
print,1,,1051,189,75,24,0.547395833,0.175,0.0390625,0.022222222
tab,3,tab+,22,216,37,20,0.011458333,0.2,0.019270833,0.018518519
+,7,,59,216,12,,0.030729167,0.2,0.00625,0.018518519
""" """,0,,80,216,33,23,0.041666667,0.2,0.0171875,0.021296296
else,0,,64,270,48,20,0.033333333,0.25,0.025,0.018518519
return,1,,109,297,68,19,0.056770833,0.275,0.035416667,0.017592593
tab,4,,184,297,36,20,0.095833333,0.275,0.01875,0.018518519
+,8,,226,297,16,16,0.117708333,0.275,0.008333333,0.014814815
"""type",102,,249,297,58,24,0.1296875,0.275,0.030208333,0.022222222
=,102,,313,297,16,13,0.163020833,0.275,0.008333333,0.012037037
"""",102,,336,297,13,13,0.175,0.275,0.006770833,0.012037037
+,9,,356,297,16,16,0.185416667,0.275,0.008333333,0.014814815
type,1,,378,297,48,23,0.196875,0.275,0.025,0.021296296
+,10,,431,297,16,16,0.224479167,0.275,0.008333333,0.014814815
Out,2,,453,297,35,19,0.2359375,0.275,0.018229167,0.017592593
NL,2,,488,297,23,19,0.254166667,0.275,0.011979167,0.017592593
+,11,,529,297,16,16,0.275520833,0.275,0.008333333,0.014814815
tab,5,,551,297,37,20,0.286979167,0.275,0.019270833,0.018518519
+,12,,593,297,16,16,0.308854167,0.275,0.008333333,0.014814815
"""content",103,,616,297,90,20,0.320833333,0.275,0.046875,0.018518519
":""",103,,716,297,21,20,0.372916667,0.275,0.0109375,0.018518519
+,13,,745,297,16,16,0.388020833,0.275,0.008333333,0.014814815
Out,3,,766,297,35,19,0.398958333,0.275,0.018229167,0.017592593
NL,3,,801,297,23,19,0.4171875,0.275,0.011979167,0.017592593
+,14,,842,297,16,16,0.438541667,0.275,0.008333333,0.014814815
tab,6,,864,297,37,20,0.45,0.275,0.019270833,0.018518519
+,15,,907,297,16,16,0.472395833,0.275,0.008333333,0.014814815
""" """,1,,930,297,33,23,0.484375,0.275,0.0171875,0.021296296
+,16,,982,297,16,16,0.511458333,0.275,0.008333333,0.014814815
content,2,,1004,297,88,22,0.522916667,0.275,0.045833333,0.02037037
