168,pluginRegistryContains,27798254,433579790914,5310235466,1,1,"(0.8935376405715942, 0.7324209213256836)","(0.8774650692939758, 0.8645360469818115)",1,1,3.0977325439453125,2.879302978515625
168,pluginRegistryContains,27798254,433579799248,5310243800,0,0,"(nan, nan)","(nan, nan)",0,0,nan,nan
168,pluginRegistryContains,27798254,433579807581,5310252133,0,0,"(nan, nan)","(nan, nan)",0,0,nan,nan
168,pluginRegistryContains,27798254,433579815915,5310260466,0,1,"(nan, nan)","(0.904205322265625, 0.8959998488426208)",0,1,nan,2.789459228515625
168,pluginRegistryContains,27798254,433579824249,5310268800,0,0,"(nan, nan)","(nan, nan)",0,0,nan,nan
168,pluginRegistryContains,27798254,433579832587,5310277138,1,1,"(0.9034581780433655, 0.7188236713409424)","(0.8551897406578064, 0.8960052132606506)",1,1,3.1294403076171875,2.848602294921875
168,pluginRegistryContains,27798254,433579840920,5310285471,1,1,"(0.8990697264671326, 0.7085992693901062)","(0.8655419945716858, 0.8946706652641296)",1,1,3.14837646484375,2.869964599609375
168,pluginRegistryContains,27798254,433579849254,5310293805,1,0,"(0.7856525182723999, 0.8897382020950317)","(nan, nan)",1,0,2.509368896484375,nan
168,pluginRegistryContains,27798254,433579857587,5310302138,0,0,"(nan, nan)","(nan, nan)",0,0,nan,nan
168,pluginRegistryContains,27798254,433579865920,5310310471,1,0,"(0.9005085229873657, 0.7183971405029297)","(nan, nan)",1,0,3.11865234375,nan
168,pluginRegistryContains,27798254,433579874254,5310318805,1,0,"(0.9032262563705444, 0.7291291356086731)","(nan, nan)",1,0,3.112640380859375,nan
168,pluginRegistryContains,27798254,433579882587,5310327138,1,0,"(0.9087273478507996, 0.721545934677124)","(nan, nan)",1,0,3.0926361083984375,nan
168,pluginRegistryContains,27798254,433579890920,5310335471,1,0,"(0.9077543616294861, 0.7258192896842957)","(nan, nan)",1,0,3.1204071044921875,nan
168,pluginRegistryContains,27798254,433579899254,5310343805,0,0,"(nan, nan)","(nan, nan)",0,0,nan,nan
