168,show,21359951,434174929219,5905372555,1,0,"(0.9647630453109741, 0.793911337852478)","(nan, nan)",1,0,3.179718017578125,nan
168,show,21359951,434174937552,5905380888,1,1,"(0.9705201387405396, 0.8068982362747192)","(0.9448257088661194, 0.8001287579536438)",1,1,3.1796875,3.26092529296875
168,show,21359951,434174945885,5905389221,0,0,"(nan, nan)","(nan, nan)",0,0,nan,nan
168,show,21359951,434174954219,5905397555,0,1,"(nan, nan)","(0.9394327998161316, 0.8526291251182556)",0,1,nan,3.15704345703125
168,show,21359951,434174962554,5905405890,1,0,"(0.9718020558357239, 0.8327149748802185)","(nan, nan)",1,0,3.0847015380859375,nan
168,show,21359951,434174970887,5905414223,1,0,"(1.0030118227005005, 0.8558524250984192)","(nan, nan)",1,0,2.9453277587890625,nan
168,show,21359951,434174979218,5905422554,1,1,"(0.8923025131225586, 0.9871447086334229)","(0.9426698684692383, 0.8720118403434753)",1,1,2.5247802734375,3.076416015625
168,show,21359951,434174987554,5905430890,1,0,"(1.0072081089019775, 0.8545047044754028)","(nan, nan)",1,0,2.9719085693359375,nan
168,show,21359951,434174995887,5905439223,1,0,"(0.9700475335121155, 0.8602823615074158)","(nan, nan)",1,0,3.0653076171875,nan
168,show,21359951,434175004218,5905447554,1,0,"(0.9706693887710571, 0.7981399297714233)","(nan, nan)",1,0,3.1324615478515625,nan
168,show,21359951,434175012552,5905455888,1,1,"(0.9649390578269958, 0.8363237380981445)","(0.8993276357650757, 0.9667098522186279)",1,1,3.071563720703125,2.58795166015625
168,show,21359951,434175020885,5905464221,1,0,"(0.9582727551460266, 0.8484560251235962)","(nan, nan)",1,0,3.06268310546875,nan
168,show,21359951,434175029218,5905472554,1,0,"(0.9750102758407593, 0.823216438293457)","(nan, nan)",1,0,3.1166534423828125,nan
168,show,21359951,434175037552,5905480888,1,0,"(0.9804951548576355, 0.8359528183937073)","(nan, nan)",1,0,3.0733795166015625,nan
168,show,21359951,434175045885,5905489221,1,0,"(0.97491455078125, 0.85695481300354)","(nan, nan)",1,0,3.03912353515625,nan
168,show,21359951,434175054224,5905497560,1,0,"(0.9731590747833252, 0.7881429195404053)","(nan, nan)",1,0,3.158447265625,nan
