word,occurrence,x,y,width,height,tobii_x,tobii_y,tobii_width,tobii_height
protected,0,22,135,101,24,0.0114583333333333,0.125,0.0526041666666666,0.0222222222222222
String,0,129,135,69,24,0.0671875,0.125,0.0359375,0.0222222222222222
getTargetServiceName,0,205,135,229,24,0.1067708333333333,0.125,0.1192708333333333,0.0222222222222222
AddressingHeaders,0,441,135,189,24,0.2296875,0.125,0.0984375,0.0222222222222222
headers,0,637,135,80,20,0.3317708333333333,0.125,0.0416666666666666,0.0185185185185185
throws,0,745,135,69,20,0.3880208333333333,0.125,0.0359375,0.0185185185185185
Exception,0,821,135,101,24,0.4276041666666667,0.125,0.0526041666666666,0.0222222222222222
To,0,64,162,27,19,0.0333333333333333,0.15,0.0140625,0.0175925925925925
toURI,0,97,162,58,19,0.0505208333333333,0.15,0.0302083333333333,0.0175925925925925
=,0,161,162,16,13,0.0838541666666666,0.15,0.0083333333333333,0.012037037037037
headers.getTo,0,184,162,174,24,0.0958333333333333,0.15,0.090625,0.0222222222222222
if,0,64,216,27,20,0.0333333333333333,0.2,0.0140625,0.0185185185185185
toURI,1,119,216,58,19,0.0619791666666666,0.2,0.0302083333333333,0.0175925925925925
==,0,183,216,27,13,0.0953125,0.2,0.0140625,0.012037037037037
null,0,216,216,48,20,0.1125,0.2,0.025,0.0185185185185185
return,0,87,243,68,19,0.0453125,0.225,0.0354166666666666,0.0175925925925925
null,1,162,243,56,23,0.084375,0.225,0.0291666666666666,0.0212962962962962
String,1,64,297,70,24,0.0333333333333333,0.275,0.0364583333333333,0.0222222222222222
to,0,140,297,27,19,0.0729166666666666,0.275,0.0140625,0.0175925925925925
=,1,172,297,16,13,0.0895833333333333,0.275,0.0083333333333333,0.012037037037037
toURI,2,194,297,175,24,0.1010416666666666,0.275,0.0911458333333333,0.0222222222222222
toURI.getPath,0,194,297,175,24,0.1010416666666666,0.275,0.0911458333333333,0.0222222222222222
if,1,64,351,27,20,0.0333333333333333,0.325,0.0140625,0.0185185185185185
to,1,119,351,26,19,0.0619791666666666,0.325,0.0135416666666666,0.0175925925925925
==,1,151,351,26,13,0.0786458333333333,0.325,0.0135416666666666,0.012037037037037
null,2,184,351,37,20,0.0958333333333333,0.325,0.0192708333333333,0.0185185185185185
return,1,87,378,68,19,0.0453125,0.35,0.0354166666666666,0.0175925925925925
null,3,162,378,56,23,0.084375,0.35,0.0291666666666666,0.0212962962962962
//,0,64,432,27,20,0.0333333333333333,0.4,0.0140625,0.0185185185185185
set,0,97,432,36,19,0.0505208333333333,0.4,0.01875,0.0175925925925925
the,0,140,432,37,20,0.0729166666666666,0.4,0.0192708333333333,0.0185185185185185
target,0,184,432,68,23,0.0958333333333333,0.4,0.0354166666666666,0.0212962962962962
service,0,260,432,79,20,0.1354166666666666,0.4,0.0411458333333333,0.0185185185185185
return,2,65,459,69,19,0.0338541666666666,0.425,0.0359375,0.0175925925925925
to.substring,0,162,459,143,24,0.084375,0.425,0.0744791666666666,0.0222222222222222
to,2,313,459,34,19,0.1630208333333333,0.425,0.0177083333333333,0.0175925925925925
to.lastIndexOf,0,346,459,132,24,0.1802083333333333,0.425,0.06875,0.0222222222222222
'/',0,489,459,31,20,0.2546875,0.425,0.0161458333333333,0.0185185185185185
+,0,550,459,16,16,0.2864583333333333,0.425,0.0083333333333333,0.0148148148148148
1,0,572,459,16,19,0.2979166666666666,0.425,0.0083333333333333,0.0175925925925925
