word,occurrence,tree_parts
public,0,"['function', 'type', 'specifier']"
int,0,"['function', 'type', 'name']"
compareTo,0,"['function', 'name']"
TPoint,0,"['function', 'parameter_list', 'parameter', 'decl', 'type', 'name']"
o,0,"['function', 'parameter_list', 'parameter', 'decl', 'name']"
if,0,"['function', 'block', 'block_content', 'if_stmt', 'if']"
this,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name', 'name']"
value,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name', 'name']"
==,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'operator']"
o,1,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'call', 'name', 'name']"
value,1,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'call', 'name', 'name']"
&&,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'operator']"
this,1,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name', 'name']"
tstamp,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name', 'name']"
==,1,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'operator']"
o,2,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'call', 'name', 'name']"
tstamp,1,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'call', 'name', 'name']"
return,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'block', 'block_content', 'return']"
0,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'block', 'block_content', 'return', 'expr', 'literal']"
else if,0,"['function', 'block', 'block_content', 'if_stmt', 'if']"
this,2,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name', 'name']"
tstamp,2,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name', 'name']"
>,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'operator']"
o,3,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name', 'name']"
tstamp,3,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name', 'name']"
return,1,"['function', 'block', 'block_content', 'if_stmt', 'if', 'block', 'block_content', 'return']"
1,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'block', 'block_content', 'return', 'expr', 'literal']"
else if,1,"['function', 'block', 'block_content', 'if_stmt', 'if']"
this,3,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name', 'name']"
tstamp,4,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name', 'name']"
<,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'operator']"
o,4,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name', 'name']"
tstamp,5,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name', 'name']"
return,2,"['function', 'block', 'block_content', 'if_stmt', 'if', 'block', 'block_content', 'return']"
-,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'block', 'block_content', 'return', 'expr', 'operator']"
1,1,"['function', 'block', 'block_content', 'if_stmt', 'if', 'block', 'block_content', 'return', 'expr', 'literal']"
else if,2,"['function', 'block', 'block_content', 'if_stmt', 'if']"
this,4,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name', 'name']"
value,2,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name', 'name']"
>,1,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'operator']"
o,5,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name', 'name']"
value,3,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'name', 'name']"
return,3,"['function', 'block', 'block_content', 'if_stmt', 'if', 'block', 'block_content', 'return']"
1,2,"['function', 'block', 'block_content', 'if_stmt', 'if', 'block', 'block_content', 'return', 'expr', 'literal']"
return,4,"['function', 'block', 'block_content', 'return']"
-,1,"['function', 'block', 'block_content', 'return', 'expr', 'operator']"
1,3,"['function', 'block', 'block_content', 'return', 'expr', 'literal']"
