word,occurrence,tree_parts
private,0,"['function', 'type', 'specifier']"
void,0,"['function', 'type', 'name']"
actionLoadNotes,0,"['function', 'name']"
enableUserActions,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'name']"
false,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'argument_list', 'argument', 'expr', 'literal']"
"// set focus, otherwise it gives focus to ""clear"" >> scary/not wanted",0,"['function', 'block', 'block_content', 'comment']"
multiSubmitButton,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'name', 'name']"
requestFocusInWindow,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'name', 'name']"
resetSingleTextFields,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'name']"
multipleGUIList,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'name', 'name']"
clearSelection,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'name', 'name']"
multipleResources,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'name']"
=,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'operator']"
loadNotesFile,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'name']"
updateMultiList,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'name']"
enableUserActions,1,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'name']"
true,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'argument_list', 'argument', 'expr', 'literal']"
