word,occurrence,tree_parts
public,0,"['function', 'type', 'specifier']"
String,0,"['function', 'type', 'name']"
getClassNameForLookAndFeel,0,"['function', 'name']"
String,1,"['function', 'parameter_list', 'parameter', 'decl', 'type', 'name']"
name,0,"['function', 'parameter_list', 'parameter', 'decl', 'name']"
if,0,"['function', 'block', 'block_content', 'if_stmt', 'if']"
lfNameToLookAndFeel,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'call', 'name', 'name']"
containsKey,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'call', 'name', 'name']"
name,1,"['function', 'block', 'block_content', 'if_stmt', 'if', 'condition', 'expr', 'call', 'argument_list', 'argument', 'expr', 'name']"
UIManager,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'block', 'block_content', 'decl_stmt', 'decl', 'type', 'name', 'name']"
LookAndFeelInfo,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'block', 'block_content', 'decl_stmt', 'decl', 'type', 'name', 'name']"
lookAndFeelInfo,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'block', 'block_content', 'decl_stmt', 'decl', 'name']"
=,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'block', 'block_content', 'decl_stmt', 'decl', 'init']"
UIManager,1,"['function', 'block', 'block_content', 'if_stmt', 'if', 'block', 'block_content', 'decl_stmt', 'decl', 'init', 'expr', 'name', 'name']"
LookAndFeelInfo,1,"['function', 'block', 'block_content', 'if_stmt', 'if', 'block', 'block_content', 'decl_stmt', 'decl', 'init', 'expr', 'name', 'name']"
lfNameToLookAndFeel,1,"['function', 'block', 'block_content', 'if_stmt', 'if', 'block', 'block_content', 'decl_stmt', 'decl', 'init', 'expr', 'call', 'name', 'name']"
get,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'block', 'block_content', 'decl_stmt', 'decl', 'init', 'expr', 'call', 'name', 'name']"
name,2,"['function', 'block', 'block_content', 'if_stmt', 'if', 'block', 'block_content', 'decl_stmt', 'decl', 'init', 'expr', 'call', 'argument_list', 'argument', 'expr', 'name']"
return,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'block', 'block_content', 'return']"
lookAndFeelInfo,1,"['function', 'block', 'block_content', 'if_stmt', 'if', 'block', 'block_content', 'return', 'expr', 'call', 'name', 'name']"
getClassName,0,"['function', 'block', 'block_content', 'if_stmt', 'if', 'block', 'block_content', 'return', 'expr', 'call', 'name', 'name']"
else,0,"['function', 'block', 'block_content', 'if_stmt', 'else']"
return,1,"['function', 'block', 'block_content', 'if_stmt', 'else', 'block', 'block_content', 'return']"
null,0,"['function', 'block', 'block_content', 'if_stmt', 'else', 'block', 'block_content', 'return', 'expr', 'literal']"
