participant_id,function_name,function_id,key_pressed,timestamp
168,clearFieldersFromField,45147874,B,2023-02-12 14:59:33.312912
168,clearFieldersFromField,45147874,E,2023-02-12 14:59:33.408200
168,clearFieldersFromField,45147874, ,2023-02-12 14:59:33.505017
168,clearFieldersFromField,45147874,0,2023-02-12 14:59:33.887416
168,BFSdist,44521080,B,2023-02-12 14:59:57.850406
168,BFSdist,44521080,R,2023-02-12 15:00:11.029711
168,BFSdist,44521080,E,2023-02-12 15:00:11.408788
168,BFSdist,44521080,A,2023-02-12 15:00:12.279544
168,BFSdist,44521080,T,2023-02-12 15:00:12.601113
168,BFSdist,44521080,H,2023-02-12 15:00:12.704957
168,BFSdist,44521080, ,2023-02-12 15:00:12.991580
168,BFSdist,44521080,F,2023-02-12 15:00:14.479955
168,BFSdist,44521080,I,2023-02-12 15:00:14.576622
168,BFSdist,44521080,R,2023-02-12 15:00:14.800196
168,BFSdist,44521080,S,2023-02-12 15:00:15.087824
168,BFSdist,44521080,T,2023-02-12 15:00:15.184804
168,BFSdist,44521080, ,2023-02-12 15:00:15.383288
168,BFSdist,44521080,S,2023-02-12 15:00:16.352548
168,BFSdist,44521080,E,2023-02-12 15:00:16.575107
168,BFSdist,44521080,A,2023-02-12 15:00:16.672985
168,BFSdist,44521080,R,2023-02-12 15:00:16.736038
168,BFSdist,44521080,C,2023-02-12 15:00:17.056713
168,BFSdist,44521080,H,2023-02-12 15:00:17.152054
168,BFSdist,44521080, ,2023-02-12 15:00:17.673401
168,BFSdist,44521080,O,2023-02-12 15:00:18.994509
168,BFSdist,44521080,F,2023-02-12 15:00:19.066006
168,BFSdist,44521080, ,2023-02-12 15:00:19.287976
168,BFSdist,44521080,A,2023-02-12 15:00:19.512590
168,BFSdist,44521080, ,2023-02-12 15:00:19.575982
168,BFSdist,44521080,T,2023-02-12 15:00:20.800437
168,BFSdist,44521080,R,2023-02-12 15:00:21.064375
168,BFSdist,44521080,E,2023-02-12 15:00:21.325064
168,BFSdist,44521080,E,2023-02-12 15:00:21.479352
168,BFSdist,44521080, ,2023-02-12 15:00:21.905046
168,BFSdist,44521080,G,2023-02-12 15:00:22.264709
168,BFSdist,44521080,I,2023-02-12 15:00:22.352135
168,BFSdist,44521080,V,2023-02-12 15:00:22.583448
168,BFSdist,44521080,E,2023-02-12 15:00:22.652821
168,BFSdist,44521080,N,2023-02-12 15:00:22.839327
168,BFSdist,44521080, ,2023-02-12 15:00:22.935143
168,BFSdist,44521080,R,2023-02-12 15:00:23.160955
168,BFSdist,44521080,O,2023-02-12 15:00:23.255932
168,BFSdist,44521080,O,2023-02-12 15:00:23.391696
168,BFSdist,44521080,T,2023-02-12 15:00:23.616592
168,BFSdist,44521080, ,2023-02-12 15:00:23.846841
168,BFSdist,44521080,N,2023-02-12 15:00:24.449777
168,BFSdist,44521080,O,2023-02-12 15:00:24.679705
168,BFSdist,44521080,D,2023-02-12 15:00:24.839272
168,BFSdist,44521080,E,2023-02-12 15:00:24.934791
168,BFSdist,44521080,¼,2023-02-12 15:00:25.064879
168,BFSdist,44521080, ,2023-02-12 15:00:25.297291
168,BFSdist,44521080,A,2023-02-12 15:00:25.617061
168,BFSdist,44521080,N,2023-02-12 15:00:25.744586
168,BFSdist,44521080,D,2023-02-12 15:00:25.904649
168,BFSdist,44521080, ,2023-02-12 15:00:26.031325
168,BFSdist,44521080,R,2023-02-12 15:01:01.074057
168,BFSdist,44521080,E,2023-02-12 15:01:01.136450
168,BFSdist,44521080,T,2023-02-12 15:01:01.425340
168,BFSdist,44521080,U,2023-02-12 15:01:01.487989
168,BFSdist,44521080,R,2023-02-12 15:01:01.712530
168,BFSdist,44521080,N,2023-02-12 15:01:01.817077
168,BFSdist,44521080, ,2023-02-12 15:01:01.976702
168,BFSdist,44521080,T,2023-02-12 15:01:02.200944
168,BFSdist,44521080,H,2023-02-12 15:01:02.329540
168,BFSdist,44521080,E,2023-02-12 15:01:02.399920
168,BFSdist,44521080, ,2023-02-12 15:01:02.500386
168,BFSdist,44521080,D,2023-02-12 15:01:03.391883
168,BFSdist,44521080,I,2023-02-12 15:01:03.499413
168,BFSdist,44521080,S,2023-02-12 15:01:03.653264
168,BFSdist,44521080,T,2023-02-12 15:01:04.689709
168,BFSdist,44521080,A,2023-02-12 15:01:04.849170
168,BFSdist,44521080,N,2023-02-12 15:01:05.039018
168,BFSdist,44521080,C,2023-02-12 15:01:05.176340
168,BFSdist,44521080,E,2023-02-12 15:01:05.300279
168,BFSdist,44521080,S,2023-02-12 15:01:05.624873
168,BFSdist,44521080, ,2023-02-12 15:01:05.755802
168,BFSdist,44521080,O,2023-02-12 15:01:05.987876
168,BFSdist,44521080,F,2023-02-12 15:01:06.104068
168,BFSdist,44521080, ,2023-02-12 15:01:06.200920
168,BFSdist,44521080,A,2023-02-12 15:01:06.657308
168,BFSdist,44521080,L,2023-02-12 15:01:06.783064
168,BFSdist,44521080,L,2023-02-12 15:01:06.912826
168,BFSdist,44521080, ,2023-02-12 15:01:07.072598
168,BFSdist,44521080,T,2023-02-12 15:01:07.272679
168,BFSdist,44521080,H,2023-02-12 15:01:07.400348
168,BFSdist,44521080,E,2023-02-12 15:01:07.561819
168,BFSdist,44521080, ,2023-02-12 15:01:07.624996
168,BFSdist,44521080,N,2023-02-12 15:01:08.304718
168,BFSdist,44521080,O,2023-02-12 15:01:08.497009
168,BFSdist,44521080,D,2023-02-12 15:01:08.625055
168,BFSdist,44521080,E,2023-02-12 15:01:08.721004
168,BFSdist,44521080, ,2023-02-12 15:01:08.857134
168,BFSdist,44521080,T,2023-02-12 15:01:10.825364
168,BFSdist,44521080,O,2023-02-12 15:01:10.952510
168,BFSdist,44521080, ,2023-02-12 15:01:15.888991
168,BFSdist,44521080,T,2023-02-12 15:01:16.119723
168,BFSdist,44521080,H,2023-02-12 15:01:16.248228
168,BFSdist,44521080,E,2023-02-12 15:01:16.376064
168,BFSdist,44521080, ,2023-02-12 15:01:16.476114
168,BFSdist,44521080,R,2023-02-12 15:01:16.697347
168,BFSdist,44521080,O,2023-02-12 15:01:16.832451
168,BFSdist,44521080,O,2023-02-12 15:01:16.960061
168,BFSdist,44521080,T,2023-02-12 15:01:17.120062
168,BFSdist,44521080, ,2023-02-12 15:01:17.248610
168,BFSdist,44521080,O,2023-02-12 15:01:17.572085
168,BFSdist,44521080,F,2023-02-12 15:01:17.699417
168,BFSdist,44521080, ,2023-02-12 15:01:17.792988
168,BFSdist,44521080,T,2023-02-12 15:01:17.991473
168,BFSdist,44521080,H,2023-02-12 15:01:18.088455
168,BFSdist,44521080,E,2023-02-12 15:01:18.198495
168,BFSdist,44521080, ,2023-02-12 15:01:18.280187
168,BFSdist,44521080,T,2023-02-12 15:01:18.545088
168,BFSdist,44521080,R,2023-02-12 15:01:18.800964
168,BFSdist,44521080,E,2023-02-12 15:01:19.024986
168,BFSdist,44521080,E,2023-02-12 15:01:19.152994
168,compareTo,17121898,A,2023-02-12 15:01:41.402332
168,compareTo,17121898, ,2023-02-12 15:01:41.528995
168,compareTo,17121898,C,2023-02-12 15:01:41.825324
168,compareTo,17121898,O,2023-02-12 15:01:41.920765
168,compareTo,17121898,M,2023-02-12 15:01:42.112193
168,compareTo,17121898,P,2023-02-12 15:01:42.335251
168,compareTo,17121898,A,2023-02-12 15:01:42.464354
168,compareTo,17121898,R,2023-02-12 15:01:42.591138
168,compareTo,17121898,E,2023-02-12 15:01:42.720934
168,compareTo,17121898, ,2023-02-12 15:01:42.724922
168,compareTo,17121898,F,2023-02-12 15:01:43.017240
168,compareTo,17121898,U,2023-02-12 15:01:43.049172
168,compareTo,17121898,N,2023-02-12 15:01:43.273409
168,compareTo,17121898,C,2023-02-12 15:01:43.337208
168,compareTo,17121898,T,2023-02-12 15:01:43.633465
168,compareTo,17121898,I,2023-02-12 15:01:43.729387
168,compareTo,17121898,O,2023-02-12 15:01:43.856748
168,compareTo,17121898,N,2023-02-12 15:01:44.112119
168,compareTo,17121898, ,2023-02-12 15:01:44.473270
168,compareTo,17121898,T,2023-02-12 15:01:45.049115
168,compareTo,17121898,H,2023-02-12 15:01:45.144509
168,compareTo,17121898,A,2023-02-12 15:01:45.312492
168,compareTo,17121898,T,2023-02-12 15:01:45.439450
168,compareTo,17121898, ,2023-02-12 15:01:45.535031
168,compareTo,17121898,C,2023-02-12 15:01:45.823507
168,compareTo,17121898,O,2023-02-12 15:01:45.889196
168,compareTo,17121898,M,2023-02-12 15:01:46.049019
168,compareTo,17121898,P,2023-02-12 15:01:46.208052
168,compareTo,17121898,A,2023-02-12 15:01:46.312131
168,compareTo,17121898,R,2023-02-12 15:01:46.439582
168,compareTo,17121898,E,2023-02-12 15:01:46.600694
168,compareTo,17121898, ,2023-02-12 15:01:46.824922
168,compareTo,17121898,T,2023-02-12 15:01:46.991409
168,compareTo,17121898,H,2023-02-12 15:01:47.120617
168,compareTo,17121898,E,2023-02-12 15:01:47.217065
168,compareTo,17121898, ,2023-02-12 15:01:47.312979
168,compareTo,17121898,T,2023-02-12 15:01:49.664989
168,compareTo,17121898,S,2023-02-12 15:01:49.991373
168,compareTo,17121898,A,2023-02-12 15:01:50.120717
168,compareTo,17121898,M,2023-02-12 15:01:50.248571
168,compareTo,17121898,P,2023-02-12 15:01:50.479084
168,compareTo,17121898,L,2023-02-12 15:01:50.728581
168,compareTo,17121898,E,2023-02-12 15:01:51.025246
168,compareTo,17121898,,2023-02-12 15:01:52.057008
168,compareTo,17121898,,2023-02-12 15:01:52.184335
168,compareTo,17121898,,2023-02-12 15:01:53.313428
168,compareTo,17121898,,2023-02-12 15:01:53.449569
168,compareTo,17121898,,2023-02-12 15:01:54.062071
168,compareTo,17121898,T,2023-02-12 15:01:54.377765
168,compareTo,17121898,A,2023-02-12 15:01:54.608342
168,compareTo,17121898,M,2023-02-12 15:01:54.735029
168,compareTo,17121898,P,2023-02-12 15:01:54.928781
168,compareTo,17121898, ,2023-02-12 15:01:55.119311
168,compareTo,17121898,O,2023-02-12 15:01:55.478972
168,compareTo,17121898,F,2023-02-12 15:01:57.961060
168,compareTo,17121898, ,2023-02-12 15:01:58.161061
168,compareTo,17121898,2,2023-02-12 15:01:58.479066
168,compareTo,17121898, ,2023-02-12 15:01:58.608065
168,compareTo,17121898,I,2023-02-12 15:02:04.969080
168,compareTo,17121898,N,2023-02-12 15:02:05.231323
168,compareTo,17121898,P,2023-02-12 15:02:05.524826
168,compareTo,17121898,U,2023-02-12 15:02:05.872067
168,compareTo,17121898,T,2023-02-12 15:02:06.012839
168,compareTo,17121898, ,2023-02-12 15:02:06.172942
168,compareTo,17121898,V,2023-02-12 15:02:09.556935
168,compareTo,17121898,A,2023-02-12 15:02:09.656710
168,compareTo,17121898,L,2023-02-12 15:02:09.819872
168,compareTo,17121898,U,2023-02-12 15:02:10.072718
168,compareTo,17121898,E,2023-02-12 15:02:10.200660
168,compareTo,17121898,S,2023-02-12 15:02:10.296684
168,compareTo,17121898,,2023-02-12 15:02:13.239725
168,compareTo,17121898,,2023-02-12 15:02:13.368499
168,compareTo,17121898,,2023-02-12 15:02:13.504816
168,compareTo,17121898,,2023-02-12 15:02:13.656731
168,compareTo,17121898,,2023-02-12 15:02:13.783049
168,compareTo,17121898,,2023-02-12 15:02:13.953071
168,compareTo,17121898,O,2023-02-12 15:02:14.791545
168,compareTo,17121898,J,2023-02-12 15:02:15.209452
168,compareTo,17121898,,2023-02-12 15:02:15.696974
168,compareTo,17121898,B,2023-02-12 15:02:15.856986
168,compareTo,17121898,J,2023-02-12 15:02:16.149129
168,compareTo,17121898,E,2023-02-12 15:02:16.335424
168,compareTo,17121898,C,2023-02-12 15:02:16.535704
168,compareTo,17121898,T,2023-02-12 15:02:16.886996
168,compareTo,17121898,S,2023-02-12 15:02:17.335795
168,compareTo,17121898,S,2023-02-12 15:02:23.800598
168,getImageWithSource,1782360,C,2023-02-12 15:02:53.219021
168,getImageWithSource,1782360,H,2023-02-12 15:02:53.343243
168,getImageWithSource,1782360,E,2023-02-12 15:02:53.505070
168,getImageWithSource,1782360,C,2023-02-12 15:02:53.769226
168,getImageWithSource,1782360,K,2023-02-12 15:02:53.825681
168,getImageWithSource,1782360, ,2023-02-12 15:02:54.079527
168,getImageWithSource,1782360,W,2023-02-12 15:02:56.375703
168,getImageWithSource,1782360,H,2023-02-12 15:02:58.991495
168,getImageWithSource,1782360,E,2023-02-12 15:02:59.256708
168,getImageWithSource,1782360,A,2023-02-12 15:02:59.382940
168,getImageWithSource,1782360,,2023-02-12 15:03:00.153097
168,getImageWithSource,1782360,T,2023-02-12 15:03:00.449862
168,getImageWithSource,1782360,H,2023-02-12 15:03:00.576076
168,getImageWithSource,1782360,E,2023-02-12 15:03:00.769070
168,getImageWithSource,1782360,R,2023-02-12 15:03:00.864481
168,getImageWithSource,1782360, ,2023-02-12 15:03:00.960663
168,getImageWithSource,1782360,T,2023-02-12 15:03:01.257073
168,getImageWithSource,1782360,H,2023-02-12 15:03:01.352078
168,getImageWithSource,1782360,E,2023-02-12 15:03:01.480487
168,getImageWithSource,1782360, ,2023-02-12 15:03:01.576212
168,getImageWithSource,1782360,S,2023-02-12 15:03:02.768981
168,getImageWithSource,1782360,O,2023-02-12 15:03:02.864350
168,getImageWithSource,1782360,U,2023-02-12 15:03:02.991016
168,getImageWithSource,1782360,R,2023-02-12 15:03:03.191195
168,getImageWithSource,1782360,C,2023-02-12 15:03:03.577078
168,getImageWithSource,1782360,E,2023-02-12 15:03:03.704323
168,getImageWithSource,1782360, ,2023-02-12 15:03:04.361060
168,getImageWithSource,1782360,M,2023-02-12 15:03:04.839447
168,getImageWithSource,1782360,A,2023-02-12 15:03:05.000636
168,getImageWithSource,1782360,T,2023-02-12 15:03:05.735358
168,getImageWithSource,1782360,C,2023-02-12 15:03:06.483371
168,getImageWithSource,1782360,H,2023-02-12 15:03:06.577075
168,getImageWithSource,1782360,E,2023-02-12 15:03:06.775481
168,getImageWithSource,1782360,S,2023-02-12 15:03:06.904283
168,getImageWithSource,1782360, ,2023-02-12 15:03:07.129048
168,getImageWithSource,1782360,O,2023-02-12 15:03:18.849032
168,getImageWithSource,1782360,N,2023-02-12 15:03:19.072997
168,getImageWithSource,1782360,E,2023-02-12 15:03:19.272986
168,getImageWithSource,1782360, ,2023-02-12 15:03:19.400606
168,getImageWithSource,1782360,O,2023-02-12 15:03:19.561080
168,getImageWithSource,1782360,F,2023-02-12 15:03:19.782860
168,getImageWithSource,1782360, ,2023-02-12 15:03:19.851706
168,getImageWithSource,1782360,T,2023-02-12 15:03:20.528923
168,getImageWithSource,1782360,H,2023-02-12 15:03:20.687864
168,getImageWithSource,1782360,E,2023-02-12 15:03:20.856432
168,getImageWithSource,1782360, ,2023-02-12 15:03:20.984369
168,getImageWithSource,1782360,I,2023-02-12 15:03:21.369084
168,getImageWithSource,1782360,M,2023-02-12 15:03:21.592765
168,getImageWithSource,1782360,A,2023-02-12 15:03:21.753583
168,getImageWithSource,1782360,G,2023-02-12 15:03:21.952654
168,getImageWithSource,1782360,E,2023-02-12 15:03:22.017433
168,getImageWithSource,1782360,S,2023-02-12 15:03:22.309109
168,getImageWithSource,1782360, ,2023-02-12 15:03:22.631896
168,getImageWithSource,1782360,I,2023-02-12 15:03:27.473451
168,getImageWithSource,1782360,N,2023-02-12 15:03:27.825422
168,getImageWithSource,1782360, ,2023-02-12 15:03:28.119354
168,getImageWithSource,1782360,D,2023-02-12 15:03:28.348664
168,getImageWithSource,1782360,A,2023-02-12 15:03:28.472169
168,getImageWithSource,1782360,T,2023-02-12 15:03:28.769078
168,getImageWithSource,1782360,E,2023-02-12 15:03:28.897450
168,getImageWithSource,1782360, ,2023-02-12 15:03:29.056555
168,getImageWithSource,1782360,B,2023-02-12 15:03:29.343492
168,getImageWithSource,1782360,A,2023-02-12 15:03:29.408984
168,getImageWithSource,1782360,S,2023-02-12 15:03:29.705074
168,getImageWithSource,1782360,E,2023-02-12 15:03:29.800467
168,getImageWithSource,1782360,,2023-02-12 15:03:30.153079
168,getImageWithSource,1782360,,2023-02-12 15:03:30.313078
168,getImageWithSource,1782360,,2023-02-12 15:03:30.472860
168,getImageWithSource,1782360,,2023-02-12 15:03:30.608710
168,getImageWithSource,1782360,,2023-02-12 15:03:30.767122
168,getImageWithSource,1782360,B,2023-02-12 15:03:30.964656
168,getImageWithSource,1782360,A,2023-02-12 15:03:31.025004
168,getImageWithSource,1782360,S,2023-02-12 15:03:31.249178
168,getImageWithSource,1782360,E,2023-02-12 15:03:31.344675
168,getImageWithSource,1782360,¾,2023-02-12 15:03:34.575584
168,swapItems,36634895,S,2023-02-12 15:03:53.431580
168,swapItems,36634895,W,2023-02-12 15:03:53.921310
168,swapItems,36634895,A,2023-02-12 15:03:54.239677
168,swapItems,36634895,P,2023-02-12 15:03:54.272125
168,swapItems,36634895,,2023-02-12 15:03:54.761638
168,swapItems,36634895,,2023-02-12 15:03:54.921085
168,swapItems,36634895,,2023-02-12 15:03:55.048846
168,swapItems,36634895,,2023-02-12 15:03:55.208000
168,swapItems,36634895,,2023-02-12 15:03:55.336117
168,swapItems,36634895,A,2023-02-12 15:03:55.496629
168,swapItems,36634895, ,2023-02-12 15:03:55.592317
168,swapItems,36634895,F,2023-02-12 15:03:55.887515
168,swapItems,36634895,U,2023-02-12 15:03:56.209041
168,swapItems,36634895,N,2023-02-12 15:03:56.528902
168,swapItems,36634895,C,2023-02-12 15:03:56.889085
168,swapItems,36634895,T,2023-02-12 15:03:57.183320
168,swapItems,36634895,I,2023-02-12 15:03:57.273077
168,swapItems,36634895,O,2023-02-12 15:03:57.431874
168,swapItems,36634895,N,2023-02-12 15:03:57.596725
168,swapItems,36634895, ,2023-02-12 15:03:57.983459
168,swapItems,36634895,T,2023-02-12 15:03:58.249430
168,swapItems,36634895,H,2023-02-12 15:03:58.376416
168,swapItems,36634895,A,2023-02-12 15:03:58.504691
168,swapItems,36634895,T,2023-02-12 15:03:58.601004
168,swapItems,36634895, ,2023-02-12 15:03:58.695959
168,swapItems,36634895,S,2023-02-12 15:03:58.887815
168,swapItems,36634895,W,2023-02-12 15:03:59.209074
168,swapItems,36634895,A,2023-02-12 15:03:59.472571
168,swapItems,36634895,P,2023-02-12 15:03:59.568300
168,swapItems,36634895, ,2023-02-12 15:04:01.216783
168,swapItems,36634895,T,2023-02-12 15:04:06.831847
168,swapItems,36634895,H,2023-02-12 15:04:06.960158
168,swapItems,36634895,E,2023-02-12 15:04:07.096739
168,swapItems,36634895, ,2023-02-12 15:04:07.216592
168,swapItems,36634895,T,2023-02-12 15:04:07.512778
168,swapItems,36634895,W,2023-02-12 15:04:07.831366
168,swapItems,36634895,O,2023-02-12 15:04:07.929320
168,swapItems,36634895, ,2023-02-12 15:04:08.352895
168,swapItems,36634895,V,2023-02-12 15:04:08.768213
168,swapItems,36634895,A,2023-02-12 15:04:08.832681
168,swapItems,36634895,L,2023-02-12 15:04:08.960651
168,swapItems,36634895,U,2023-02-12 15:04:09.183305
168,swapItems,36634895,E,2023-02-12 15:04:09.319277
168,swapItems,36634895,S,2023-02-12 15:04:09.452116
