word,predicted_word,x,y,width,height
private,private,12,35,80,24
boolean,boolean,98,35,80,20
liesBetween(,liesBetween(,185,35,131,24
double,double,324,35,70,20
"x1,","X1,",400,35,34,22
double,double,443,35,70,20
-----------,X2/,519,35,33,22
double,double,562,35,70,20
-----------,X3,638,35,26,19
),),672,35,12,24
{,{,692,35,15,24
if,if,54,62,27,20
((,((,88,62,23,24
-----------,X1,119,62,27,19
<=,<=,151,62,27,16
-----------,X2,184,62,26,19
),),219,62,11,24
&&,&&,97,89,28,19
(,(,132,89,11,24
-----------,X3,152,89,26,19
-----------,2=,184,89,27,16
-----------,X1,216,89,27,19
-,-,251,89,12,8
ACCURACY,ACCURACY,269,89,93,19
&&,&&,367,89,28,19
-----------,X3,400,89,27,19
<=,<=,432,89,27,16
-----------,X2,465,89,26,19
+,+,497,89,16,16
ACCURACY,ACCURACY,518,89,93,19
)),)),618,89,23,24
return,return,185,117,68,19
true;,true;,260,117,56,22
if,if,54,143,27,20
((,((,88,143,23,24
-----------,X1,119,143,27,19
>=,>=,152,143,26,16
-----------,X2,184,143,26,19
),),219,143,11,24
&&,&&,97,170,28,19
(,(,132,170,11,24
-----------,X3,152,170,26,19
>=,>=,184,170,27,16
-----------,X2,216,170,27,19
-,-,251,170,12,8
ACCURACY,ACCURACY,269,170,93,19
&&,&&,367,170,28,19
-----------,X3,400,170,27,19
<=,<=,432,170,27,16
-----------,X1,465,170,27,19
+,+,497,170,16,16
ACCURACY,ACCURACY,518,170,93,19
)),)),618,170,23,24
return,return,185,198,68,19
true;,true;,260,198,56,22
return,return,55,251,69,19
false;,false;,130,251,67,23
},},11,278,15,24
