word,predicted_word,x,y,width,height
private,private,12,35,80,24
void,void,97,35,48,20
configBalanceRanking(,configBalanceRanking(,152,35,229,24
List<,List<,390,35,58,20
IResponseTO,IResponseto,454,35,124,23
>,>,584,35,15,16
"responses,",responses_,606,35,108,21
String,String,724,35,69,24
filePath,filePath,800,35,91,20
),),899,35,12,24
{	,{,919,35,15,24
PeerDAOFactory.getInstance().getAccountingDAO().loadBalancesRanking(,PeerDAOFactory.getInstance().getAccountingDAO(),55,62,520,24
configBalanceRanking(,ZoadBalancesRanking(,574,62,218,24
filePath,filePath,800,62,91,20
);,);,899,62,21,24
long,long,56,89,46,24
frequence,frequence,108,89,103,24
=,=,216,89,16,13
AccountingConstants.RANKING_SAVING_FREQ;,Accountingconstants_,237,89,435,24
-----------,RANKING,237,89,435,24
-----------,SAVING,237,89,435,24
-----------,FREQ;,237,89,435,24
ScheduleActionWithFixedDelayResponseTO,ScheduleActionwithFixedDelayResponseto,54,143,416,24
to,to,476,143,26,19
=,=,508,143,16,13
new,new,530,143,38,17
ScheduleActionWithFixedDelayResponseTO();,ScheduleActionwithFixedDelayResponseTo();,573,143,445,24
to.setActionName(,to.setActionName,55,170,186,24
-----------,Peerconstants,249,170,448,21
-----------,SAVE,249,170,448,21
-----------,ACCOUNTING,249,170,448,21
-----------,ACTION_,249,170,448,21
-----------,NAME,249,170,448,21
);,);,705,170,21,24
to.setDelay(,to.setDelay(,55,197,132,24
frequence,frequence,195,197,102,24
);,);,305,197,21,24
to.setTimeUnit(,to.setTimeUnit(,55,224,164,24
to.setTimeUnit(,TimeUnit,227,224,178,20
TimeUnit.SECONDS,SECONDS,227,224,178,20
);,);,413,224,21,24
responses.add(,"responses,add",55,278,153,24
to,to,217,278,26,19
);,);,251,278,21,24
},},11,305,15,24
