word,predicted_word,x,y,width,height
private,private,12,35,80,24
XYDataset,XYDataset,97,35,102,19
createDataset(,createDataset,206,35,153,24
double[],double[],368,35,88,24
values[,values_,465,35,77,23
1,1,465,35,77,23
String,string,551,35,69,24
name,name,627,35,48,17
),),683,35,12,24
{,{,703,35,15,24
//,//,54,62,27,20
create,create,87,62,70,19
dataset,dataset,162,62,80,20
1,1,249,62,16,19
final,final,54,89,59,20
XYSeries,XYSeries,119,89,91,20
series,series,217,89,69,20
=,=,292,89,16,13
new,new,314,89,38,17
XYSeries,XYSeries,356,89,101,24
name,name,465,89,48,17
);,);,521,89,21,24
for(,for(,54,143,46,24
int,int,108,143,37,20
1,1,152,143,16,20
=,=,173,143,16,13
0;,0;,195,143,23,22
values[,isvalues,227,143,99,20
i<values.length;,length;,326,143,76,24
i++,i++,411,143,37,20
){,){,456,143,24,24
series.add(,"series,add(",98,170,121,24
1,"1,",227,170,23,23
values[,values[,259,170,80,24
1,1,346,170,16,20
],],369,170,12,24
);,);,391,170,22,24
},},55,197,14,24
final,final,54,224,59,20
XYSeriesCollection,XYSeriescollection,119,224,199,20
collection,collection,324,224,113,20
=,=,443,224,16,13
new,new,465,224,38,17
XYSeriesCollection();,XYSeriesCollection();,508,224,229,24
collection.addSeries(,collection.addSeries,54,251,230,24
series,series,293,251,68,20
);,);,370,251,21,24
return,return,55,278,69,19
collection;,collection;,130,278,121,23
},},11,305,15,24
