word,predicted_word,x,y,width,height
private,private,12,35,80,24
void,void,97,35,48,20
addDigit(,adddigit(,152,35,99,24
char,char,260,35,47,20
digit,digit,314,35,58,24
),),381,35,11,24
{,{,401,35,14,24
if,if,54,62,27,20
(,(,88,62,12,24
digit,digit,108,62,58,24
==,==,173,62,27,13
-----------,0,209,62,31,20
&&,&&,248,62,28,19
value.equals(,value.equals(,281,62,143,24
-----------,0,434,62,34,20
)),)),478,62,22,24
return;,return;,509,62,77,22
if,if,54,89,27,20
(,(,88,89,12,24
value.equals(,value.equals(,108,89,143,24
-----------,0,261,89,34,20
)),)),305,89,22,24
value,value,335,89,59,20
=,=,400,89,16,13
""""";",""""";",423,89,33,23
if,if,54,116,27,20
(,(,88,116,12,24
update,update,109,116,69,24
),),186,116,12,24
{,{,206,116,15,24
value,value,97,143,60,20
=,=,162,143,16,13
""""";",""""";",185,143,33,23
minus,minus,97,170,59,20
=,=,162,170,16,13
false;,false;,184,170,67,23
comma,comma,98,197,59,17
=,=,162,197,16,13
false;,false;,184,197,67,23
},},55,224,14,24
update,update,55,251,69,24
=,=,130,251,16,13
false;,false;,152,251,66,23
value,value,54,278,59,20
+=,+=,119,278,27,16
digit;,digit;,152,278,66,24
showValue();,showValue();,55,305,131,24
},},11,332,15,24
