word,predicted_word,x,y,width,height
private,private,12,35,80,24
JComboBox,JComboBox,98,35,102,20
getUnitCombo(),getUnitcombo(),206,35,154,24
{,{,368,35,15,24
if,if,54,62,27,20
(,(,88,62,12,24
m_UnitCombo,m_Unitcombo,108,62,124,22
==,==,238,62,27,13
-----------,,271,62,48,20
),),327,62,11,24
{,{,347,62,14,24
m_UnitCombo,m_Unitcombo,97,89,124,22
=,=,227,89,16,13
new,new,249,89,38,17
JComboBox();,JComboBox();,292,89,132,24
m_UnitCombo.setBounds(,m_Unitcombo.setBounds(,97,116,241,24
"87,",87,346,116,34,22
"83,","83,",389,116,34,22
"125,","125,",432,116,45,22
22,22,486,116,27,19
);,);,521,116,21,24
m_UnitCombo.setModel(,m_Unitcombo.setModel(,97,143,230,24
getUnitComboModel(),getUnitcomboModel(),335,143,208,24
);,);,553,143,22,24
},},55,170,14,24
if,if,54,197,27,20
(,(,88,197,12,24
m_FreePara.getUnit(),m_FreePara.getUnit(),108,197,219,24
!=,!=,338,197,24,19
-----------,,368,197,48,20
),),424,197,11,24
{,{,444,197,15,24
m_UnitCombo.setSelectedItem(,m_Unitcombo.setSelectedItem,97,224,306,24
m_FreePara.getUnit(),m_FreePara.getunit(),411,224,219,24
);,);,640,224,21,24
},},55,251,14,24
return,return,55,278,69,19
m_UnitCombo;,m_Unitcombo;,130,278,132,23
},},11,305,15,24
