word,predicted_word,x,y,width,height
private,private,12,35,80,24
JMenu,JMenu,98,35,58,19
getMenuAdministracion(),getMenuAdministracion(),162,35,252,24
{,{,422,35,15,24
if,if,54,62,27,20
(,(,88,62,12,24
menuAdministracion,menuAdministracion,108,62,199,20
==,==,313,62,27,13
-----------,,346,62,48,20
),),402,62,12,24
{,{,422,62,15,24
menuAdministracion,menuAdministracion,97,89,199,20
=,=,303,89,16,13
new,new,325,89,37,17
JMenu();,JMenu();,368,89,88,24
menuAdministracion.setText(,menuAdministracion.setText,97,116,295,24
Messages.getString(,Messages.getstring(,400,116,208,24
-----------,"""gui",617,116,132,24
-----------,GUI,617,116,132,24
-----------,"57""",617,116,132,24
));,));,759,116,32,24
//$NON-NLS-1$,/SNON-NLS-1S,800,116,146,21
menuAdministracion.setIcon(,menuAdministracion.setIcon(,97,143,295,24
new,new,400,143,38,17
ImageIcon(,ImageIcon(,444,143,110,24
"""data/icons/package_system.png""","data/icons/package_system.png""",563,143,337,24
));,));,910,143,32,24
//$NON-NLS-1$,/SNON-NLS-1S,951,143,146,21
menuAdministracion.add(,menuAdministracion.add(,97,170,252,24
getMenuItemAdminUsuarios(),getMenuItemAdminusuarios(),357,170,284,24
);,);,651,170,21,24
menuAdministracion.add(,menuAdministracion.add(,97,197,252,24
getMenuItemAdminResorces(),getMenuItemAdminResorces(),357,197,284,24
);,);,651,197,21,24
},},55,224,14,24
return,return,55,251,69,19
menuAdministracion;,menuAdministracion;,130,251,207,23
},},11,278,15,24
