word,predicted_word,x,y,width,height
private,private,12,35,80,24
String,string,97,35,70,24
readResponse(,readResponse,174,35,142,24
InputStream,Inputstream,325,35,123,23
stream,stream,455,35,69,19
),),532,35,11,24
{,{,552,35,15,24
BufferedReader,BufferedReader,55,62,155,20
input,input,216,62,58,24
=,=,281,62,16,13
new,new,303,62,38,17
BufferedReader,BufferedReader,346,62,165,24
new,new,519,62,38,17
InputStreamReader(,InputstreamReader,563,62,196,24
stream,stream,768,62,69,19
));,));,845,62,32,24
StringBuffer,stringBuffer,54,89,134,24
-----------,Sb,196,89,25,20
=,=,227,89,16,13
new,new,249,89,38,17
StringBuffer();,stringBuffer();,292,89,164,24
String,string,54,116,70,24
line;,line;,131,116,55,23
try,try,55,143,37,23
{,{,98,143,15,24
line,line,99,170,47,20
=,=,151,170,16,13
input,input,173,170,186,24
input.readLine();,readLine();,173,170,186,24
},},55,197,14,24
catch,catch,76,197,58,20
(,(,143,197,11,24
IOException,IOException,163,197,123,24
e,e,292,197,16,17
),),316,197,11,24
{,{,336,197,15,24
line,line,99,224,47,20
=,=,151,224,16,13
null;,null;,174,224,55,23
},},55,251,14,24
while,while,53,278,60,20
(,(,121,278,12,24
line,line,142,278,47,20
!=,!=,198,278,23,19
-----------,,228,278,47,20
),),283,278,12,24
{,{,304,278,14,24
if,if,98,305,26,20
(,(,132,305,11,24
!line.trim().equals(,!line.trim().equals(,155,305,215,24
"""""","""""",380,305,23,13
),),413,305,12,24
),),435,305,11,24
{,{,455,305,15,24
if,if,141,332,26,20
(,(,175,332,12,24
sb,sb,196,332,33,20
sb.length(),Zength(),228,332,89,24
>,>,324,332,16,16
0,0,346,332,16,19
),),370,332,11,24
sb.append(,"sb,append(",390,332,110,24
"""|n""","""In""",509,332,46,24
);,);,564,332,22,24
sb.append(,"sb,append(",142,359,109,24
line,line,261,359,47,20
);,);,316,359,21,24
},},98,386,14,24
try,try,98,413,37,23
{,{,142,413,14,24
line,line,142,440,47,20
=,=,195,440,16,13
input,input,216,440,186,24
input.readLine();,readLine();,216,440,186,24
},},98,467,14,24
catch,catch,119,467,59,20
(,(,186,467,11,24
IOException,IOException,206,467,123,24
e,e,335,467,16,17
),),359,467,12,24
{,{,379,467,15,24
line,line,142,494,47,20
=,=,195,494,16,13
null;,null;,217,494,55,23
},},184,521,15,24
},},55,548,14,24
return,return,55,575,69,19
sb.toString();,sb.tostring();,131,575,152,24
},},11,602,15,24
