word,predicted_word,x,y,width,height
private,private,7,29,73,24
void,void,85,29,44,20
init(),init(),135,29,63,24
throws,throws,204,29,64,20
CoreException,CoreException,273,29,134,24
{,{,412,29,14,24
final,final,45,56,55,20
String,String,105,56,65,24
name,name,175,56,44,16
=,=,224,56,15,11
getClassName();,getclassName();,243,56,152,24
final,final,45,83,55,20
IPackageFragment,IPackageFragment,106,83,162,24
pkg,pkg,274,83,34,24
=,=,313,83,15,11
getPackage();,getPackage();,332,83,132,24
final,final,45,110,55,20
ICompilationUnit,ICompilationUnit,106,110,162,24
unit,unit,274,110,44,20
=,=,323,110,15,11
pkg.createCompilationUnit(,pkgcreatecompilationUnit,343,110,261,24
name,name,610,110,44,16
+,+,659,110,16,16
""".java"",",java',680,110,81,24
""""",",""""",",769,110,31,23
"true,","true,",807,110,53,22
-----------,,868,110,43,20
);,);,918,110,21,24
setUp(,setup,46,137,63,24
unit,unit,115,137,44,20
);,);,166,137,21,24
createMainType(,createMainType,46,164,152,24
-----------,PUBLIC,204,164,151,22
"PUBLIC_KEYWORD,","KEYWORD,",204,164,151,22
"pkg.getElementName(),","pkg.getElementName(),",363,164,210,24
getClassName(),getclassName(,580,164,142,24
);,);,730,164,21,24
},},7,191,14,24
