word,predicted_word,x,y,width,height
private,private,12,35,80,24
void,void,97,35,48,20
saveCRCReply(,saveCRCReply(,152,35,143,24
ClientRemoteContainerReply,clientRemotecontainerReply,303,35,286,24
crcReply,crcReply,594,35,92,24
),),694,35,11,24
{,{,714,35,15,24
-----------,LoadService,55,62,350,24
LoadService.currentlyWritingFile,currentlyWritingFile,55,62,350,24
=,=,411,62,16,13
true;,true;,433,62,55,22
String,string,54,89,70,24
mySavingPath,mySavingPath,130,89,134,24
=,=,270,89,16,13
-----------,LoadService,293,89,455,23
-----------,SERVICE,293,89,455,23
-----------,NODE,293,89,455,23
-----------,DESCRIPTION_FILE;,293,89,455,23
try,try,55,116,37,23
{,{,98,116,15,24
ObjectOutputStream,Objectoutputstream,97,143,200,24
out,out,303,143,36,19
=,=,346,143,16,13
new,new,368,143,38,17
ObjectOutputStream(,Objectoutputstream(,411,143,208,24
new,new,627,143,38,17
FileOutputStream(,Fileoutputstreame,671,143,185,24
mySavingPath,mySavingPath,864,143,135,24
));,));,1007,143,32,24
out,out,98,170,175,24
out.writeObject(,writeobject,98,170,175,24
crcReply,crcReply,281,170,92,24
);,);,381,170,21,24
out,out,98,197,131,24
out.flush();,flush();,98,197,131,24
out.close();,out.close();,98,224,131,24
},},55,278,14,24
catch,catch,76,278,58,20
(,(,143,278,11,24
FileNotFoundException,FileNotFoundException,163,278,231,24
e1,e1,400,278,27,19
),),435,278,11,24
{,{,455,278,15,24
e1.printStackTrace();,elprintstackTrace();,98,305,228,24
},},55,332,14,24
catch,catch,76,332,58,20
(,(,143,332,11,24
IOException,IOException,163,332,123,24
e1,e1,292,332,27,19
),),327,332,11,24
{,{,347,332,14,24
e1.printStackTrace();,elprintstackTrace();,98,359,228,24
},},55,386,14,24
-----------,LoadService,55,413,350,24
LoadService.currentlyWritingFile,currentlyWritingFile,55,413,350,24
=,=,411,413,16,13
false;,false;,432,413,67,23
},},11,440,15,24
