word,predicted_word,x,y,width,height
private,private,12,35,80,24
JPanel,JPanel,98,35,69,20
getConnectionPanel(),getconnectionPanel(),173,35,219,24
{,{,401,35,14,24
if,if,54,62,27,20
(,(,88,62,12,24
connectionPanel,connectionPanel,108,62,167,20
==,==,281,62,27,13
-----------,,314,62,48,20
),),370,62,11,24
{,{,390,62,15,24
connectionRoomLabel,connectionRoomLabel,98,89,210,20
=,=,313,89,16,13
new,new,336,89,37,17
JLabel();,JLabel();,379,89,99,24
connectionRoomLabel.setText(,connectionRomLabelsetText,98,116,305,24
"""Playground""","""Playground""",412,116,132,24
);,);,553,116,22,24
connectionPanel,connectionPanel,98,143,167,20
=,=,270,143,16,13
new,new,292,143,38,17
JPanel();,JPanel();,336,143,98,24
connectionPanel.setLayout(,"connectionPanel,setLayout",98,170,283,24
new,new,390,170,37,17
BoxLayout(,BoxLayout,433,170,110,24
"getConnectionPanel(),","getconnectionPanel(),",551,170,228,24
BoxLayout(,BoxLayout.X,789,170,178,23
-----------,AXIS,789,170,178,23
));,));,975,170,32,24
connectionPanel.add(,connectionPane.add(,98,197,218,24
"getConnectionsButton(),",getconnectionsButton(),324,197,250,24
-----------,,584,197,48,20
);,);,640,197,21,24
connectionPanel.add(,connectionPane.add(,98,224,218,24
"connectionRoomLabel,","connectionRoomLabel,",324,224,218,23
-----------,,552,224,47,20
);,);,607,224,22,24
},},55,251,14,24
return,return,55,278,69,19
connectionPanel;,connectionPanel;,130,278,175,23
},},11,305,15,24
