word,predicted_word,x,y,width,height
private,private,12,35,80,24
void,void,97,35,48,20
saveSetting(,saveSetting(,152,35,132,24
CustomProperties,customProperties,292,35,177,24
prop,prop,476,35,48,21
),),532,35,11,24
{,{,552,35,15,24
prop.setProperty(,prop.setProperty(,55,62,186,24
"""avalanchefever.version"",","""avalanchefever",250,62,281,24
-----------,"gametype""",250,62,281,24
mapSet,mapSet,540,62,69,23
);,);,618,62,22,24
prop.setProperty(,prop.setProperty(,55,89,186,24
"""avalanchefever.version"",","""avalanchefever",250,89,313,24
outlinetype,"outlinetype""",250,89,313,24
outlinetype,outlinetype,573,89,124,24
);,);,705,89,21,24
prop.setProperty(,prop.setProperty(,55,116,186,24
"""avalanchefever.version"",","""avalanchefever",250,116,292,23
numColors,"numcolors""",250,116,292,23
numColors,numcolors,552,116,101,20
);,);,661,116,22,24
prop.setProperty(,prop.setProperty(,55,143,186,24
"""avalanchefever.version"",","""avalanchefever",250,143,270,23
version,"version""",250,143,270,23
version,version,529,143,81,20
);,);,618,143,22,24
prop.setProperty(,prop.setProperty(,55,170,186,24
"""avalanchefever.version"",","""avalanchefever",250,170,367,24
chainDisplayType,"chaindisplayType""",250,170,367,24
chainDisplayType,chaindisplayType,627,170,178,24
);,);,813,170,21,24
prop.setProperty(,prop.setProperty(,55,197,186,24
"""avalanchefever.version"",","""avalanchefever",250,197,302,24
bigDisplay,"bigDisplay""",250,197,302,24
bigDisplay,bigDisplay,563,197,112,24
);,);,683,197,21,24
},},11,224,15,24
