word,predicted_word,x,y,width,height
private,private,12,35,80,24
void,void,97,35,48,20
init(),init(),152,35,67,24
{,{,228,35,15,24
_innerData,~innerData,53,62,115,22
=,=,173,62,16,13
Collections.synchronizedMap(,Collections.synchronizedMap(,195,62,305,24
new,new,509,62,37,17
LinkedHashMap<,LinkedHashMap<,552,62,155,24
"String,","string,",713,62,77,24
Object,Object,799,62,69,24
>(),>(),875,62,36,24
);,);,921,62,21,24
Iterator<,Iterator<,55,89,102,19
Entry,Entry,163,89,59,23
<,<,227,89,16,16
"String,","String,",249,89,77,24
Object,Object,335,89,69,24
>,>,411,89,26,16
itr,itr,443,89,37,20
=,=,486,89,16,13
_srcModel.entrySet().iterator();,_srcModelentrySet().iterator();,507,89,349,24
while(,while,53,143,69,24
itr,itr,130,143,143,24
itr.hasNext(),hasNext(),130,143,143,24
){,){,283,143,24,24
Entry<,Entry<,98,170,69,23
"String,","String,",173,170,77,24
Object,Object,259,170,69,24
>,>,335,170,16,16
entry,entry,357,170,59,23
=,=,421,170,16,13
itr,itr,443,170,121,24
itr.next();,next();,443,170,121,24
_innerData.put(,~innerData.put,96,197,166,24
"entry.getKey(),","entry.getKey(),",270,197,164,24
entry.getValue(),entry.getValue,443,197,176,24
);,);,629,197,21,24
},},55,224,14,24
_srcListener,_srcListener,53,251,135,22
=,=,195,251,16,13
new,new,217,251,37,17
ListDataListener(){,ListDataListener(){,261,251,209,24
public,public,98,278,69,24
void,void,173,278,48,20
onChange(,onchange,227,278,100,24
ListDataEvent,ListDataEvent,336,278,144,20
event,event,486,278,58,19
),),553,278,12,24
{,{,574,278,14,24
onListDataChange(,onListDataChange,98,305,186,24
event,event,292,305,58,19
);,);,359,305,21,24
},},98,332,14,24
};	,};,55,359,23,24
_srcModel.addListDataListener(,_srcModeladdListDatalistener,53,386,328,24
_srcListener,_srcListener,388,386,135,22
);,);,532,386,21,24
},},11,413,15,24
